value	x	y
233	0	5	33
234	0	5	34
235	0	5	35
236	0	5	36
237	0	5	37
238	0	5	38
239	0	5	39
240	0	5	40
241	0	5	41
242	0	5	42
243	0	5	43
244	20	5	44
245	0	5	45
246	0	5	46
247	0	5	47
248	0	5	48
249	0	5	49
250	0	5	50
251	0	6	1
252	0	6	2
253	20	6	3
254	0	6	4
255	20	6	5
256	0	6	6
257	0	6	7
258	0	6	8
259	0	6	9
260	0	6	10
261	0	6	11
262	0	6	12
263	0	6	13
264	0	6	14
265	0	6	15
266	0	6	16
267	0	6	17
268	0	6	18
269	0	6	19
270	0	6	20
271	0	6	21
272	0	6	22
273	0	6	23
274	0	6	24
275	0	6	25
276	20	6	26
277	0	6	27
278	0	6	28
279	0	6	29
280	0	6	30
281	0	6	31
282	0	6	32
283	0	6	33
284	0	6	34
285	0	6	35
286	0	6	36
287	0	6	37
288	0	6	38
289	0	6	39
290	20	6	40
291	0	6	41
292	0	6	42
293	0	6	43
294	0	6	44
295	0	6	45
296	0	6	46
297	0	6	47
298	0	6	48
299	0	6	49
300	0	6	50
301	0	7	1
302	0	7	2
303	0	7	3
304	0	7	4
305	0	7	5
306	0	7	6
307	0	7	7
308	0	7	8
309	0	7	9
310	20	7	10
311	20	7	11
312	0	7	12
313	0	7	13
314	0	7	14
315	0	7	15
316	0	7	16
317	0	7	17
318	0	7	18
319	0	7	19
320	0	7	20
321	0	7	21
322	20	7	22
323	0	7	23
324	0	7	24
325	0	7	25
326	0	7	26
327	0	7	27
328	0	7	28
329	0	7	29
330	0	7	30
331	0	7	31
332	0	7	32
333	0	7	33
334	0	7	34
335	20	7	35
336	20	7	36
337	0	7	37
338	0	7	38
339	0	7	39
340	0	7	40
341	0	7	41
342	0	7	42
343	0	7	43
344	0	7	44
345	0	7	45
346	0	7	46
347	0	7	47
348	0	7	48
349	0	7	49
350	0	7	50
351	0	8	1
352	0	8	2
353	0	8	3
354	0	8	4
355	0	8	5
356	0	8	6
357	0	8	7
358	0	8	8
359	0	8	9
360	0	8	10
361	0	8	11
362	0	8	12
363	20	8	13
364	0	8	14
365	0	8	15
366	0	8	16
367	0	8	17
368	0	8	18
369	0	8	19
370	0	8	20
371	0	8	21
372	0	8	22
373	0	8	23
374	0	8	24
375	0	8	25
376	0	8	26
377	0	8	27
378	0	8	28
379	0	8	29
380	20	8	30
381	0	8	31
382	0	8	32
383	0	8	33
384	0	8	34
385	0	8	35
386	0	8	36
387	0	8	37
388	0	8	38
389	20	8	39
390	0	8	40
391	20	8	41
392	20	8	42
393	20	8	43
394	0	8	44
395	0	8	45
396	0	8	46
397	0	8	47
398	0	8	48
399	0	8	49
400	0	8	50
401	0	9	1
402	0	9	2
403	0	9	3
404	20	9	4
405	0	9	5
406	0	9	6
407	0	9	7
408	0	9	8
409	0	9	9
410	0	9	10
411	0	9	11
412	0	9	12
413	0	9	13
414	0	9	14
415	0	9	15
416	0	9	16
417	0	9	17
418	0	9	18
419	0	9	19
420	0	9	20
421	20	9	21
422	0	9	22
423	0	9	23
424	20	9	24
425	0	9	25
426	0	9	26
427	0	9	27
428	0	9	28
429	0	9	29
430	0	9	30
431	0	9	31
432	0	9	32
433	0	9	33
434	0	9	34
435	0	9	35
436	0	9	36
437	0	9	37
438	0	9	38
439	0	9	39
440	0	9	40
441	0	9	41
442	0	9	42
443	0	9	43
444	0	9	44
445	0	9	45
446	0	9	46
447	0	9	47
448	0	9	48
449	0	9	49
450	0	9	50
451	0	10	1
452	0	10	2
453	0	10	3
454	0	10	4
455	0	10	5
456	0	10	6
457	0	10	7
458	0	10	8
459	0	10	9
460	0	10	10
461	0	10	11
462	0	10	12
463	0	10	13
464	0	10	14
465	0	10	15
466	20	10	16
467	0	10	17
468	0	10	18
469	0	10	19
470	0	10	20
471	0	10	21
472	0	10	22
473	0	10	23
474	0	10	24
475	0	10	25
476	0	10	26
477	0	10	27
478	0	10	28
479	20	10	29
480	0	10	30
481	0	10	31
482	0	10	32
483	0	10	33
484	0	10	34
485	0	10	35
486	0	10	36
487	0	10	37
488	20	10	38
489	20	10	39
490	0	10	40
491	0	10	41
492	20	10	42
493	0	10	43
494	0	10	44
495	0	10	45
496	0	10	46
497	0	10	47
498	0	10	48
499	0	10	49
500	0	10	50
501	0	11	1
502	0	11	2
503	0	11	3
504	0	11	4
505	0	11	5
506	20	11	6
507	20	11	7
508	0	11	8
509	0	11	9
510	0	11	10
511	0	11	11
512	0	11	12
513	0	11	13
514	0	11	14
515	0	11	15
516	0	11	16
517	0	11	17
518	0	11	18
519	0	11	19
520	0	11	20
521	0	11	21
522	0	11	22
523	0	11	23
524	0	11	24
525	0	11	25
526	0	11	26
527	0	11	27
528	0	11	28
529	0	11	29
530	0	11	30
531	0	11	31
532	0	11	32
533	0	11	33
534	0	11	34
535	0	11	35
536	0	11	36
537	0	11	37
538	0	11	38
539	0	11	39
540	0	11	40
541	20	11	41
542	0	11	42
543	0	11	43
544	0	11	44
545	0	11	45
546	20	11	46
547	0	11	47
548	0	11	48
549	0	11	49
550	0	11	50
551	0	12	1
552	0	12	2
553	0	12	3
554	0	12	4
555	0	12	5
556	0	12	6
557	0	12	7
558	0	12	8
559	0	12	9
560	20	12	10
561	0	12	11
562	0	12	12
563	0	12	13
564	0	12	14
565	0	12	15
566	0	12	16
567	0	12	17
568	0	12	18
569	0	12	19
570	0	12	20
571	0	12	21
572	0	12	22
573	0	12	23
574	0	12	24
575	0	12	25
576	20	12	26
577	0	12	27
578	0	12	28
579	20	12	29
580	0	12	30
581	0	12	31
582	0	12	32
583	0	12	33
584	0	12	34
585	0	12	35
586	0	12	36
587	20	12	37
588	0	12	38
589	0	12	39
590	0	12	40
591	0	12	41
592	0	12	42
593	0	12	43
594	0	12	44
595	0	12	45
596	20	12	46
597	20	12	47
598	0	12	48
599	0	12	49
600	0	12	50
601	0	13	1
602	0	13	2
603	0	13	3
604	0	13	4
605	20	13	5
606	0	13	6
607	0	13	7
608	0	13	8
609	20	13	9
610	0	13	10
611	0	13	11
612	0	13	12
613	0	13	13
614	0	13	14
615	0	13	15
616	0	13	16
617	0	13	17
618	0	13	18
619	0	13	19
620	0	13	20
621	0	13	21
622	0	13	22
623	20	13	23
624	20	13	24
625	0	13	25
626	0	13	26
627	0	13	27
628	0	13	28
629	0	13	29
630	20	13	30
631	20	13	31
632	0	13	32
633	0	13	33
634	0	13	34
635	0	13	35
636	0	13	36
637	0	13	37
638	0	13	38
639	0	13	39
640	20	13	40
641	0	13	41
642	0	13	42
643	0	13	43
644	0	13	44
645	0	13	45
646	0	13	46
647	0	13	47
648	0	13	48
649	0	13	49
650	0	13	50
651	0	14	1
652	0	14	2
653	0	14	3
654	0	14	4
655	0	14	5
656	20	14	6
657	0	14	7
658	0	14	8
659	0	14	9
660	0	14	10
661	0	14	11
662	0	14	12
663	0	14	13
664	0	14	14
665	0	14	15
666	20	14	16
667	20	14	17
668	0	14	18
669	20	14	19
670	0	14	20
671	0	14	21
672	0	14	22
673	0	14	23
674	0	14	24
675	0	14	25
676	0	14	26
677	0	14	27
678	0	14	28
679	0	14	29
680	0	14	30
681	0	14	31
682	0	14	32
683	0	14	33
684	20	14	34
685	0	14	35
686	0	14	36
687	0	14	37
688	0	14	38
689	0	14	39
690	0	14	40
691	20	14	41
692	0	14	42
693	0	14	43
694	0	14	44
695	0	14	45
696	20	14	46
697	0	14	47
698	0	14	48
699	0	14	49
700	20	14	50
701	0	15	1
702	0	15	2
703	0	15	3
704	0	15	4
705	0	15	5
706	0	15	6
707	0	15	7
708	0	15	8
709	0	15	9
710	0	15	10
711	0	15	11
712	0	15	12
713	0	15	13
714	0	15	14
715	0	15	15
716	0	15	16
717	0	15	17
718	0	15	18
719	0	15	19
720	0	15	20
721	0	15	21
722	0	15	22
723	0	15	23
724	0	15	24
725	0	15	25
726	0	15	26
727	0	15	27
728	0	15	28
729	20	15	29
730	0	15	30
731	0	15	31
732	0	15	32
733	0	15	33
734	0	15	34
735	0	15	35
736	0	15	36
737	0	15	37
738	0	15	38
739	0	15	39
740	0	15	40
741	0	15	41
742	0	15	42
743	0	15	43
744	0	15	44
745	0	15	45
746	0	15	46
747	0	15	47
748	0	15	48
749	0	15	49
750	0	15	50
751	0	16	1
752	0	16	2
753	0	16	3
754	0	16	4
755	0	16	5
756	0	16	6
757	0	16	7
758	0	16	8
759	0	16	9
760	0	16	10
761	0	16	11
762	0	16	12
763	0	16	13
764	0	16	14
765	0	16	15
766	20	16	16
767	0	16	17
768	0	16	18
769	20	16	19
770	0	16	20
771	0	16	21
772	0	16	22
773	0	16	23
774	0	16	24
775	0	16	25
776	0	16	26
777	0	16	27
778	0	16	28
779	20	16	29
780	0	16	30
781	0	16	31
782	0	16	32
783	0	16	33
784	0	16	34
785	20	16	35
786	0	16	36
787	0	16	37
788	0	16	38
789	0	16	39
790	0	16	40
791	0	16	41
792	0	16	42
793	0	16	43
794	20	16	44
795	0	16	45
796	0	16	46
797	0	16	47
798	0	16	48
799	0	16	49
800	0	16	50
801	0	17	1
802	0	17	2
803	0	17	3
804	0	17	4
805	0	17	5
806	0	17	6
807	20	17	7
808	0	17	8
809	0	17	9
810	0	17	10
811	0	17	11
812	0	17	12
813	20	17	13
814	0	17	14
815	0	17	15
816	0	17	16
817	0	17	17
818	20	17	18
819	0	17	19
820	0	17	20
821	0	17	21
822	0	17	22
823	0	17	23
824	20	17	24
825	0	17	25
826	0	17	26
827	0	17	27
828	20	17	28
829	0	17	29
830	0	17	30
831	0	17	31
832	0	17	32
833	0	17	33
834	0	17	34
835	20	17	35
836	0	17	36
837	0	17	37
838	0	17	38
839	0	17	39
840	0	17	40
841	0	17	41
842	0	17	42
843	0	17	43
844	0	17	44
845	0	17	45
846	0	17	46
847	0	17	47
848	0	17	48
849	0	17	49
850	20	17	50
851	0	18	1
852	0	18	2
853	0	18	3
854	0	18	4
855	0	18	5
856	0	18	6
857	0	18	7
858	0	18	8
859	0	18	9
860	0	18	10
861	0	18	11
862	0	18	12
863	20	18	13
864	0	18	14
865	0	18	15
866	0	18	16
867	0	18	17
868	0	18	18
869	0	18	19
870	0	18	20
871	0	18	21
872	0	18	22
873	0	18	23
874	0	18	24
875	0	18	25
876	0	18	26
877	0	18	27
878	0	18	28
879	20	18	29
880	0	18	30
881	0	18	31
882	0	18	32
883	0	18	33
884	0	18	34
885	0	18	35
886	0	18	36
887	0	18	37
888	0	18	38
889	0	18	39
890	0	18	40
891	0	18	41
892	0	18	42
893	0	18	43
894	0	18	44
895	0	18	45
896	0	18	46
897	0	18	47
898	0	18	48
899	20	18	49
900	0	18	50
901	0	19	1
902	0	19	2
903	0	19	3
904	0	19	4
905	0	19	5
906	0	19	6
907	0	19	7
908	0	19	8
909	0	19	9
910	0	19	10
911	20	19	11
912	0	19	12
913	20	19	13
914	0	19	14
915	20	19	15
916	0	19	16
917	0	19	17
918	0	19	18
919	0	19	19
920	0	19	20
921	0	19	21
922	0	19	22
923	0	19	23
924	0	19	24
925	20	19	25
926	0	19	26
927	0	19	27
928	0	19	28
929	0	19	29
930	0	19	30
931	0	19	31
932	0	19	32
933	0	19	33
934	0	19	34
935	0	19	35
936	0	19	36
937	0	19	37
938	20	19	38
939	20	19	39
940	0	19	40
941	0	19	41
942	0	19	42
943	0	19	43
944	0	19	44
945	0	19	45
946	0	19	46
947	0	19	47
948	0	19	48
949	0	19	49
950	0	19	50
951	0	20	1
952	20	20	2
953	0	20	3
954	0	20	4
955	0	20	5
956	0	20	6
957	0	20	7
958	0	20	8
959	0	20	9
960	0	20	10
961	0	20	11
962	0	20	12
963	0	20	13
964	0	20	14
965	0	20	15
966	0	20	16
967	20	20	17
968	0	20	18
969	20	20	19
970	0	20	20
971	0	20	21
972	0	20	22
973	0	20	23
974	0	20	24
975	0	20	25
976	0	20	26
977	0	20	27
978	0	20	28
979	0	20	29
980	0	20	30
981	20	20	31
982	0	20	32
983	0	20	33
984	0	20	34
985	20	20	35
986	0	20	36
987	0	20	37
988	0	20	38
989	0	20	39
990	0	20	40
991	0	20	41
992	0	20	42
993	20	20	43
994	0	20	44
995	0	20	45
996	0	20	46
997	20	20	47
998	20	20	48
999	0	20	49
1000	0	20	50
1001	0	21	1
1002	0	21	2
1003	0	21	3
1004	0	21	4
1005	0	21	5
1006	0	21	6
1007	0	21	7
1008	0	21	8
1009	0	21	9
1010	0	21	10
1011	0	21	11
1012	0	21	12
1013	0	21	13
1014	0	21	14
1015	0	21	15
1016	0	21	16
1017	0	21	17
1018	0	21	18
1019	0	21	19
1020	20	21	20
1021	0	21	21
1022	0	21	22
1023	0	21	23
1024	0	21	24
1025	0	21	25
1026	0	21	26
1027	0	21	27
1028	0	21	28
1029	20	21	29
1030	0	21	30
1031	0	21	31
1032	0	21	32
1033	0	21	33
1034	0	21	34
1035	0	21	35
1036	20	21	36
1037	0	21	37
1038	0	21	38
1039	0	21	39
1040	0	21	40
1041	0	21	41
1042	0	21	42
1043	0	21	43
1044	0	21	44
1045	0	21	45
1046	0	21	46
1047	0	21	47
1048	0	21	48
1049	0	21	49
1050	0	21	50
1051	0	22	1
1052	0	22	2
1053	0	22	3
1054	0	22	4
1055	0	22	5
1056	0	22	6
1057	20	22	7
1058	0	22	8
1059	20	22	9
1060	0	22	10
1061	0	22	11
1062	0	22	12
1063	0	22	13
1064	0	22	14
1065	0	22	15
1066	20	22	16
1067	0	22	17
1068	0	22	18
1069	0	22	19
1070	0	22	20
1071	0	22	21
1072	0	22	22
1073	0	22	23
1074	0	22	24
1075	0	22	25
1076	0	22	26
1077	0	22	27
1078	0	22	28
1079	0	22	29
1080	0	22	30
1081	0	22	31
1082	0	22	32
1083	20	22	33
1084	0	22	34
1085	0	22	35
1086	0	22	36
1087	0	22	37
1088	0	22	38
1089	0	22	39
1090	0	22	40
1091	0	22	41
1092	0	22	42
1093	0	22	43
1094	0	22	44
1095	0	22	45
1096	0	22	46
1097	0	22	47
1098	0	22	48
1099	0	22	49
1100	0	22	50
1101	0	23	1
1102	20	23	2
1103	0	23	3
1104	0	23	4
1105	0	23	5
1106	0	23	6
1107	0	23	7
1108	0	23	8
1109	0	23	9
1110	0	23	10
1111	0	23	11
1112	0	23	12
1113	0	23	13
1114	0	23	14
1115	0	23	15
1116	0	23	16
1117	0	23	17
1118	0	23	18
1119	0	23	19
1120	0	23	20
1121	0	23	21
1122	0	23	22
1123	0	23	23
1124	0	23	24
1125	0	23	25
1126	0	23	26
1127	20	23	27
1128	0	23	28
1129	0	23	29
1130	20	23	30
1131	20	23	31
1132	0	23	32
1133	20	23	33
1134	0	23	34
1135	0	23	35
1136	0	23	36
1137	0	23	37
1138	20	23	38
1139	0	23	39
1140	0	23	40
1141	0	23	41
1142	0	23	42
1143	0	23	43
1144	0	23	44
1145	0	23	45
1146	0	23	46
1147	20	23	47
1148	0	23	48
1149	0	23	49
1150	0	23	50
1151	20	24	1
1152	0	24	2
1153	0	24	3
1154	0	24	4
1155	0	24	5
1156	0	24	6
1157	20	24	7
1158	0	24	8
1159	0	24	9
1160	0	24	10
1161	0	24	11
1162	0	24	12
1163	0	24	13
1164	0	24	14
1165	20	24	15
1166	0	24	16
1167	0	24	17
1168	0	24	18
1169	0	24	19
1170	0	24	20
1171	0	24	21
1172	20	24	22
1173	0	24	23
1174	0	24	24
1175	0	24	25
1176	0	24	26
1177	0	24	27
1178	0	24	28
1179	0	24	29
1180	0	24	30
1181	0	24	31
1182	0	24	32
1183	0	24	33
1184	0	24	34
1185	0	24	35
1186	20	24	36
1187	0	24	37
1188	0	24	38
1189	0	24	39
1190	20	24	40
1191	0	24	41
1192	0	24	42
1193	0	24	43
1194	0	24	44
1195	0	24	45
1196	0	24	46
1197	20	24	47
1198	0	24	48
1199	0	24	49
1200	0	24	50
1201	0	25	1
1202	0	25	2
1203	0	25	3
1204	0	25	4
1205	0	25	5
1206	0	25	6
1207	0	25	7
1208	0	25	8
1209	0	25	9
1210	0	25	10
1211	0	25	11
1212	0	25	12
1213	0	25	13
1214	0	25	14
1215	0	25	15
1216	0	25	16
1217	0	25	17
1218	0	25	18
1219	0	25	19
1220	0	25	20
1221	0	25	21
1222	0	25	22
1223	0	25	23
1224	0	25	24
1225	0	25	25
1226	0	25	26
1227	0	25	27
1228	0	25	28
1229	0	25	29
1230	0	25	30
1231	0	25	31
1232	0	25	32
1233	0	25	33
1234	20	25	34
1235	0	25	35
1236	0	25	36
1237	0	25	37
1238	0	25	38
1239	0	25	39
1240	0	25	40
1241	0	25	41
1242	20	25	42
1243	0	25	43
1244	0	25	44
1245	0	25	45
1246	0	25	46
1247	0	25	47
1248	0	25	48
1249	0	25	49
1250	0	25	50
1251	0	26	1
1252	0	26	2
1253	0	26	3
1254	0	26	4
1255	0	26	5
1256	0	26	6
1257	0	26	7
1258	0	26	8
1259	0	26	9
1260	0	26	10
1261	0	26	11
1262	0	26	12
1263	0	26	13
1264	0	26	14
1265	0	26	15
1266	0	26	16
1267	0	26	17
1268	0	26	18
1269	0	26	19
1270	20	26	20
1271	0	26	21
1272	0	26	22
1273	0	26	23
1274	0	26	24
1275	0	26	25
1276	0	26	26
1277	0	26	27
1278	0	26	28
1279	0	26	29
1280	0	26	30
1281	20	26	31
1282	0	26	32
1283	0	26	33
1284	0	26	34
1285	0	26	35
1286	0	26	36
1287	0	26	37
1288	0	26	38
1289	0	26	39
1290	0	26	40
1291	0	26	41
1292	20	26	42
1293	0	26	43
1294	0	26	44
1295	0	26	45
1296	0	26	46
1297	0	26	47
1298	0	26	48
1299	0	26	49
1300	0	26	50
1301	20	27	1
1302	0	27	2
1303	0	27	3
1304	0	27	4
1305	0	27	5
1306	0	27	6
1307	0	27	7
1308	0	27	8
1309	0	27	9
1310	0	27	10
1311	0	27	11
1312	0	27	12
1313	0	27	13
1314	0	27	14
1315	0	27	15
1316	0	27	16
1317	0	27	17
1318	0	27	18
1319	0	27	19
1320	0	27	20
1321	0	27	21
1322	0	27	22
1323	0	27	23
1324	0	27	24
1325	0	27	25
1326	0	27	26
1327	0	27	27
1328	0	27	28
1329	0	27	29
1330	20	27	30
1331	0	27	31
1332	0	27	32
1333	0	27	33
1334	0	27	34
1335	0	27	35
1336	0	27	36
1337	0	27	37
1338	0	27	38
1339	0	27	39
1340	0	27	40
1341	0	27	41
1342	0	27	42
1343	0	27	43
1344	0	27	44
1345	0	27	45
1346	0	27	46
1347	20	27	47
1348	0	27	48
1349	0	27	49
1350	0	27	50
1351	0	28	1
1352	0	28	2
1353	0	28	3
1354	0	28	4
1355	0	28	5
1356	0	28	6
1357	0	28	7
1358	0	28	8
1359	0	28	9
1360	0	28	10
1361	0	28	11
1362	0	28	12
1363	0	28	13
1364	0	28	14
1365	0	28	15
1366	20	28	16
1367	0	28	17
1368	20	28	18
1369	0	28	19
1370	0	28	20
1371	0	28	21
1372	0	28	22
1373	0	28	23
1374	0	28	24
1375	0	28	25
1376	0	28	26
1377	0	28	27
1378	0	28	28
1379	0	28	29
1380	0	28	30
1381	0	28	31
1382	0	28	32
1383	0	28	33
1384	0	28	34
1385	0	28	35
1386	0	28	36
1387	0	28	37
1388	0	28	38
1389	0	28	39
1390	0	28	40
1391	0	28	41
1392	0	28	42
1393	0	28	43
1394	0	28	44
1395	0	28	45
1396	0	28	46
1397	20	28	47
1398	0	28	48
1399	20	28	49
1400	0	28	50
1401	0	29	1
1402	0	29	2
1403	0	29	3
1404	0	29	4
1405	0	29	5
1406	0	29	6
1407	0	29	7
1408	0	29	8
1409	0	29	9
1410	0	29	10
1411	0	29	11
1412	0	29	12
1413	0	29	13
1414	0	29	14
1415	0	29	15
1416	0	29	16
1417	0	29	17
1418	0	29	18
1419	0	29	19
1420	0	29	20
1421	0	29	21
1422	0	29	22
1423	0	29	23
1424	0	29	24
1425	0	29	25
1426	0	29	26
1427	0	29	27
1428	0	29	28
1429	0	29	29
1430	0	29	30
1431	0	29	31
1432	0	29	32
1433	0	29	33
1434	0	29	34
1435	0	29	35
1436	0	29	36
1437	0	29	37
1438	0	29	38
1439	0	29	39
1440	0	29	40
1441	0	29	41
1442	0	29	42
1443	0	29	43
1444	0	29	44
1445	0	29	45
1446	0	29	46
1447	20	29	47
1448	0	29	48
1449	0	29	49
1450	0	29	50
1451	0	30	1
1452	0	30	2
1453	0	30	3
1454	0	30	4
1455	20	30	5
1456	0	30	6
1457	0	30	7
1458	0	30	8
1459	0	30	9
1460	0	30	10
1461	0	30	11
1462	0	30	12
1463	0	30	13
1464	0	30	14
1465	0	30	15
1466	0	30	16
1467	0	30	17
1468	0	30	18
1469	0	30	19
1470	0	30	20
1471	0	30	21
1472	0	30	22
1473	0	30	23
1474	0	30	24
1475	0	30	25
1476	0	30	26
1477	0	30	27
1478	0	30	28
1479	0	30	29
1480	0	30	30
1481	0	30	31
1482	0	30	32
1483	0	30	33
1484	0	30	34
1485	0	30	35
1486	20	30	36
1487	20	30	37
1488	0	30	38
1489	0	30	39
1490	0	30	40
1491	20	30	41
1492	0	30	42
1493	0	30	43
1494	0	30	44
1495	0	30	45
1496	0	30	46
1497	0	30	47
1498	20	30	48
1499	0	30	49
1500	0	30	50
1501	0	31	1
1502	0	31	2
1503	0	31	3
1504	0	31	4
1505	0	31	5
1506	0	31	6
1507	0	31	7
1508	0	31	8
1509	0	31	9
1510	0	31	10
1511	0	31	11
1512	0	31	12
1513	0	31	13
1514	0	31	14
1515	20	31	15
1516	0	31	16
1517	0	31	17
1518	0	31	18
1519	0	31	19
1520	0	31	20
1521	0	31	21
1522	0	31	22
1523	0	31	23
1524	0	31	24
1525	0	31	25
1526	0	31	26
1527	0	31	27
1528	0	31	28
1529	0	31	29
1530	0	31	30
1531	0	31	31
1532	0	31	32
1533	0	31	33
1534	20	31	34
1535	0	31	35
1536	0	31	36
1537	20	31	37
1538	0	31	38
1539	20	31	39
1540	0	31	40
1541	0	31	41
1542	0	31	42
1543	0	31	43
1544	0	31	44
1545	0	31	45
1546	0	31	46
1547	20	31	47
1548	0	31	48
1549	0	31	49
1550	0	31	50
1551	0	32	1
1552	0	32	2
1553	0	32	3
1554	20	32	4
1555	0	32	5
1556	20	32	6
1557	0	32	7
1558	0	32	8
1559	0	32	9
1560	0	32	10
1561	0	32	11
1562	0	32	12
1563	0	32	13
1564	0	32	14
1565	0	32	15
1566	0	32	16
1567	0	32	17
1568	0	32	18
1569	20	32	19
1570	0	32	20
1571	20	32	21
1572	0	32	22
1573	0	32	23
1574	0	32	24
1575	0	32	25
1576	0	32	26
1577	0	32	27
1578	0	32	28
1579	0	32	29
1580	0	32	30
1581	0	32	31
1582	20	32	32
1583	0	32	33
1584	0	32	34
1585	0	32	35
1586	0	32	36
1587	0	32	37
1588	0	32	38
1589	0	32	39
1590	0	32	40
1591	0	32	41
1592	0	32	42
1593	0	32	43
1594	0	32	44
1595	0	32	45
1596	0	32	46
1597	0	32	47
1598	0	32	48
1599	0	32	49
1600	0	32	50
1601	0	33	1
1602	0	33	2
1603	0	33	3
1604	0	33	4
1605	0	33	5
1606	20	33	6
1607	0	33	7
1608	0	33	8
1609	0	33	9
1610	0	33	10
1611	0	33	11
1612	0	33	12
1613	0	33	13
1614	0	33	14
1615	0	33	15
1616	0	33	16
1617	20	33	17
1618	0	33	18
1619	0	33	19
1620	0	33	20
1621	20	33	21
1622	0	33	22
1623	0	33	23
1624	0	33	24
1625	0	33	25
1626	0	33	26
1627	0	33	27
1628	0	33	28
1629	0	33	29
1630	20	33	30
1631	0	33	31
1632	0	33	32
1633	0	33	33
1634	0	33	34
1635	0	33	35
1636	20	33	36
1637	0	33	37
1638	20	33	38
1639	0	33	39
1640	0	33	40
1641	0	33	41
1642	0	33	42
1643	20	33	43
1644	0	33	44
1645	20	33	45
1646	0	33	46
1647	20	33	47
1648	0	33	48
1649	0	33	49
1650	0	33	50
1651	0	34	1
1652	0	34	2
1653	0	34	3
1654	0	34	4
1655	0	34	5
1656	20	34	6
1657	0	34	7
1658	0	34	8
1659	20	34	9
1660	0	34	10
1661	0	34	11
1662	0	34	12
1663	0	34	13
1664	0	34	14
1665	0	34	15
