Latitude	Longitude
43.773798	-79.414034
43.77979	-79.41556
43.7870804	-79.417327
43.7938145	-79.418991
43.798049	-79.420064
43.6745775	-79.380161
43.6883196	-79.383542
43.690374	-79.383288
43.6936038	-79.3846212
43.6982046	-79.386448
43.7003222	-79.386937
43.7043099	-79.388524
43.711129	-79.391181
43.7178824	-79.394131
43.7223099	-79.395694
43.72623704	-79.39679056
43.770604	-79.186884
43.7676558	-79.189555
43.7621101	-79.1947327
43.749649	-79.205992
43.7437557	-79.211651
43.738817	-79.217042
43.725113	-79.232452
43.721858	-79.236215
43.711111	-79.248196
43.7087694	-79.249759
43.703931	-79.252775
43.6930141	-79.262326
43.691469	-79.264762
43.6877698	-79.270928
43.6822709	-79.279219
43.6808074	-79.284041
43.6802604	-79.2907
43.678903	-79.29801
43.67695	-79.304104
43.67394	-79.307902
43.669951	-79.311169
43.718239	-79.240372
43.672219	-79.384788
43.653099	-79.387585
43.694104	-79.366284
43.666345	-79.316558
43.6967298	-79.371732
43.70096	-79.373324
43.7042575	-79.374587
43.7069178	-79.375617
43.6825716	-79.39976
43.6574	-79.35654
43.659502	-79.357445
43.6636874	-79.35923
43.6658819	-79.357365
43.6902727	-79.292675
43.7139	-79.377589
43.6493419	-79.42078
43.6501405	-79.439714
43.6494457	-79.424738
43.6498834	-79.435598
43.7744125	-79.337132
43.665693	-79.491175
43.665584	-79.482104
43.6654376	-79.468576
43.6653881	-79.464561
43.7340769	-79.381419
43.6496233	-79.431438
43.740245	-79.232044
43.7388424	-79.238405
43.6625165	-79.38637
43.676982	-79.447423
43.6902252	-79.57703233
43.652296	-79.406015
43.662597	-79.364003
43.6486354	-79.386558
43.647371	-79.38605
43.7209801	-79.378926
43.643904	-79.40267
43.726712	-79.303485
43.6463414	-79.366079
43.641006	-79.380705
43.6416093	-79.380953
43.659109	-79.328373
43.655081	-79.337519
43.6510701	-79.346973
43.6477572	-79.361271
43.645501	-79.369794
43.644197	-79.3758602
43.64317	-79.37791
43.6421004	-79.377444
43.653562	-79.363581
43.638474	-79.392196
43.636444	-79.399607
43.735594	-79.253201
43.6172919	-79.487299
43.7056982	-79.423936
43.7092057	-79.386196
43.635866	-79.401893
43.634499	-79.408721
43.6545488	-79.363998
43.6333865	-79.434586
43.6694267	-79.382476
43.638362	-79.45353
43.66605945	-79.39317763
43.6362217	-79.465271
43.635079	-79.468076
43.62300547	-79.48114336
43.6149403	-79.488612
43.613712	-79.489287
43.6036287	-79.493109
43.6017233	-79.500725
43.71104078	-79.50596988
43.6000063	-79.508604
43.5981581	-79.516936
43.5972121	-79.521281
43.5953296	-79.5296733
43.5943391	-79.533932
43.593382	-79.538092
43.59235474	-79.54258472
43.59168647	-79.54382122
43.6515514	-79.362731
43.6527207	-79.363216
43.6556093	-79.364434
43.6569464	-79.364973
43.6594438	-79.365987
43.6619557	-79.367007
43.6642686	-79.367958
43.668161	-79.369537
43.672016	-79.370764
43.650382	-79.367892
43.6512817	-79.368252
43.6521492	-79.368634
43.6533796	-79.369114
43.6545313	-79.36944
43.6583038	-79.371
43.661228	-79.372218
43.6631965	-79.373038
43.6670664	-79.374656
43.6723174	-79.376838
43.6447547	-79.384981
43.6460929	-79.385564
43.654313	-79.391437
43.6538104	-79.393832
43.6495146	-79.389134
43.6484258	-79.393259
43.6491527	-79.390765
43.6473011	-79.392799
43.6675098	-79.399815
43.6427079	-79.393895
43.6454505	-79.395002
43.6467218	-79.395533
43.6479018	-79.396023
43.6487315	-79.396364
43.6529371	-79.398015
43.655859	-79.399205
43.6579399	-79.400059
43.6630646	-79.402104
43.6666551	-79.403803
43.6702347	-79.360193
43.6686596	-79.3175222
43.6678271	-79.322316
43.6675767	-79.326601
43.6667337	-79.331711
43.6661633	-79.334282
43.665391	-79.339234
43.6648245	-79.341597
43.663931	-79.343869
43.6631849	-79.348202
43.6624456	-79.351357
43.6611902	-79.358131
43.6761964	-79.358828
43.6738355	-79.36812
43.6471973	-79.403991
43.640732	-79.401378
43.646453	-79.403717
43.6357092	-79.403524
43.656469	-79.407705
43.6655045	-79.316201
43.6615598	-79.329482
43.6615152	-79.409748
43.6681481	-79.412374
43.67314	-79.414344
43.6798123	-79.41699
43.687185	-79.419939
43.6919174	-79.421873
43.7052047	-79.426346
43.7079008	-79.427022
43.710496	-79.427686
43.7123271	-79.428131
43.7159806	-79.428973
43.7230833	-79.430627
43.7249548	-79.431053
43.7269581	-79.431513
43.731534	-79.432603
43.7339965	-79.433194
43.6561711	-79.370091
43.7373609	-79.434006
43.665132	-79.411205
43.6634604	-79.418837
43.6625011	-79.4232537
43.661163	-79.4294309
43.6598765	-79.435333
43.6583465	-79.442714
43.6563079	-79.452406
43.6546856	-79.459966
43.6535154	-79.465232
43.6525024	-79.470007
43.6511478	-79.476227
43.6502634	-79.4804017
43.6493312	-79.484452
43.648304	-79.485695
43.6496427	-79.495413
43.6500629	-79.499278
43.6486665	-79.505433
43.6473438	-79.511352
43.6446586	-79.523399
43.6480289	-79.508356
43.6619709	-79.4256122
43.6775446	-79.351941
43.6779704	-79.349668
43.6784175	-79.347315
43.6789035	-79.344862
43.6798433	-79.340118
43.6804049	-79.33727
43.6814824	-79.33234
43.6833979	-79.323565
43.6846558	-79.317708
43.6856712	-79.312749
43.6866856	-79.308555
43.6881587	-79.301805
43.6893408	-79.296806
43.6912366	-79.288311
43.6923208	-79.283369
43.6936851	-79.277105
43.6943678	-79.273638
43.6969868	-79.26399
43.6928657	-79.273039
43.6869115	-79.28656
43.6851543	-79.294787
43.68397	-79.300173
43.6826695	-79.306033
43.6808578	-79.31078
43.6780781	-79.315011
43.6753292	-79.320299
43.6728936	-79.319285
43.6709147	-79.327997
43.6692181	-79.335596
43.6681306	-79.340405
43.6676233	-79.342753
43.6670975	-79.345175
43.6654793	-79.352604
43.7147913	-79.260862
43.7001729	-79.27272
43.724859	-79.253982
43.7351797	-79.247409
43.7370963	-79.246256
43.7555379	-79.245446
43.6744621	-79.399843
43.6757919	-79.402557
43.6768327	-79.410337
43.6766969	-79.415765
43.6755775	-79.423041
43.6746958	-79.430924
43.6743951	-79.433746
43.6729838	-79.440961
43.6715588	-79.448265
43.6710835	-79.451069
43.6710913	-79.462297
43.7168627	-79.259873
43.753277	-79.5426913
43.6821633	-79.471576
43.681591	-79.476745
43.74320445	-79.42415446
43.761852	-79.215817
43.7566548	-79.240202
43.7103002	-79.471898
43.734534	-79.355951
43.7364907	-79.346527
43.7371593	-79.343417
43.7376884	-79.340967
43.7407851	-79.324654
43.69906172	-79.25860047
43.7411824	-79.319245
43.7421116	-79.309773
43.74322	-79.304627
43.7453776	-79.29475
43.7475	-79.28482
43.74853639	-79.27971885
43.74954	-79.27493
43.75157	-79.26503
43.75349	-79.255361
43.7543	-79.25153
43.75773	-79.23525
43.70704	-79.26811
43.69726	-79.27481
43.75817	-79.23306
43.75981	-79.22531
43.7244	-79.4056
43.72086	-79.42246
43.71929	-79.42976
43.71748	-79.4377
43.7156	-79.4465
43.71407	-79.4547
43.71148	-79.46658
43.70871	-79.47805
43.70639	-79.48767
43.70289	-79.50377
43.70014	-79.51624
43.69816	-79.52328
43.69986	-79.5342
43.69708	-79.54672
43.6943	-79.55865
43.69340681	-79.56248134
43.6916	-79.57084
43.7003	-79.42881
43.68128	-79.35767
43.68391	-79.35694
43.68854	-79.35524
43.69323	-79.35026
43.69471	-79.34309
43.69557	-79.33963
43.69777	-79.32947
43.70015	-79.31905
43.70539	-79.31285
43.71247	-79.30744
43.72338	-79.30207
43.72493	-79.30047
43.72474	-79.30264
43.72566	-79.29747
43.71703	-79.3499
43.7205	-79.33888
43.72602	-79.31349
43.72787	-79.28761
43.72938	-79.2807
43.72999	-79.27784
43.73148	-79.2712
43.73224	-79.26797
43.73455	-79.2581
43.73672	-79.24806
43.74322	-79.21893
43.69414	-79.45725
43.69302	-79.46219
43.69097	-79.47149
43.69017	-79.47501
43.68698	-79.48951
43.69084	-79.47539
43.70694	-79.30583
43.7087726	-79.2959584
43.70987	-79.29093
43.71204	-79.28099
43.71414	-79.2711
43.71651	-79.26132
43.71873	-79.25126
43.67692	-79.35508
43.68532	-79.40789
43.68462	-79.41116
43.68314	-79.41828
43.75819	-79.41013
43.71356	-79.3998
43.65524	-79.38599
43.68276	-79.42015
43.6817	-79.42569
43.68028	-79.43251
43.67958	-79.43578
43.67795	-79.44306
43.67628	-79.45058
43.67534	-79.45476
43.67421	-79.46
43.67353	-79.46302
43.67254	-79.46762
43.66897	-79.48355
43.66721	-79.49174
43.66552	-79.49919
43.72087	-79.24142
43.68896	-79.389878
43.76844	-79.1862
43.69929	-79.51986
43.7232	-79.41131
43.76622	-79.19642
43.7461	-79.29125
43.7254	-79.41687
43.697953	-79.424341
43.69529	-79.42322
43.68623	-79.39331
43.74728	-79.40744
43.66591	-79.40743
43.66803	-79.39736
43.63107	-79.5469
43.75434	-79.314
43.7138	-79.29804
43.73041	-79.30498
43.7363	-79.30739
43.74798	-79.3118
43.75788	-79.31522
43.76303	-79.31751
43.717196	-79.299491
43.7189	-79.30453
43.72934	-79.51064
43.65835	-79.48817
43.662	-79.48965
43.67169	-79.49374
43.67623	-79.49565
43.67896	-79.49685
43.68111	-79.49772
43.69132	-79.50088
43.69761	-79.50237
43.70926	-79.50555
43.71544	-79.50715
43.72091	-79.50861
43.73942	-79.51319
43.75727	-79.51776
43.77549	-79.52168
43.68679	-79.59552
43.64292	-79.40767
43.64205	-79.41194
43.63897	-79.42736
43.63718	-79.43602
43.67472	-79.39287
43.65204	-79.40227
43.65889	-79.34982
43.6605212	-79.3424768
43.66108	-79.34007
43.66269	-79.33279
43.66327	-79.33021
43.66878	-79.3058
43.6705	-79.298
43.67098	-79.29574
43.67269	-79.28756
43.64806	-79.39966
43.64602	-79.40993
43.64474	-79.41628
43.64421	-79.41885
43.64351	-79.4224
43.69931091	-79.43339467
43.63871	-79.44619
43.63953	-79.45948
43.63777	-79.46645
43.63721	-79.46983
43.63041	-79.48422
43.62906	-79.49031
43.62635	-79.50258
43.62534	-79.50722
43.62364	-79.51478
43.62098	-79.52673
43.80409	-79.3363
43.61777	-79.54085
43.63627	-79.40961
43.66835	-79.38203
43.64493	-79.45626
43.64866	-79.45778
43.65832	-79.4615
43.66366	-79.46375
43.68338	-79.48029
43.68426	-79.48401
43.68867	-79.49417
43.69624	-79.50817
43.70063	-79.51777
43.70105	-79.51944
43.70304	-79.52536
43.70635	-79.53229
43.71188	-79.53545
43.71483	-79.53665
43.71697122	-79.53748681
43.73376	-79.53824
43.7521	-79.54242
43.68493	-79.47278
43.69436	-79.47479
43.69945	-79.47595
43.70293	-79.47673
43.7148	-79.47942
43.72122	-79.4809
43.724385	-79.481597
43.726702	-79.482042
43.7303393	-79.482902
43.733587	-79.48367
43.7447866	-79.486324
43.7634806	-79.490976
43.781523	-79.494495
43.6887347	-79.402311
43.71562	-79.305035
43.6525538	-79.432536
43.6552105	-79.433568
43.6658286	-79.437886
43.6684721	-79.439014
43.6823708	-79.444848
43.6855558	-79.446104
43.688628	-79.447385
43.7007517	-79.451768
43.7070021	-79.453212
43.720449	-79.456104
43.7217507	-79.456413
43.7269726	-79.457655
43.7320807	-79.458897
43.7688703	-79.466898
43.7872672	-79.470123
43.7099841	-79.334385
43.7165457	-79.337275
43.7191909	-79.60347
43.7276374	-79.340813
43.74085	-79.344418
43.732251	-79.342103
43.7557927	-79.347046
43.7750865	-79.34703
43.7873456	-79.353004
43.7791002	-79.348727
43.7345828	-79.4472
43.7516592	-79.456729
43.7553365	-79.45992
43.7520138	-79.488128
43.7617546	-79.347221
43.7019656	-79.508309
43.6226531	-79.519097
43.7389792	-79.5394628
43.7417938	-79.225156
43.75484	-79.40884
43.6511963	-79.445285
43.7109681	-79.28593
43.69721	-79.34914
43.7364307	-79.381904
43.7480641	-79.384143
43.7548163	-79.385527
43.7619212	-79.386856
43.764483	-79.387379
43.7666244	-79.388044
43.7743467	-79.389797
43.7849891	-79.392235
43.7923392	-79.393624
43.8032514	-79.396314
43.7880388	-79.392735
43.693593	-79.29727
43.7022923	-79.296947
43.6948671	-79.304747
43.68882	-79.325838
43.6868912	-79.334692
43.685836	-79.339519
43.6927726	-79.315855
43.6905966	-79.326553
43.6886426	-79.335443
43.6876049	-79.340228
43.685721	-79.3476386
43.6964341	-79.31742
43.6941379	-79.328003
43.6920347	-79.337723
43.6911338	-79.34167
43.6893922	-79.34881
43.7414973	-79.43502
43.7472416	-79.436456
43.7554527	-79.438452
43.7624442	-79.440171
43.7686039	-79.441657
43.7738567	-79.442978
43.7810687	-79.44481
43.785938	-79.446008
43.79245	-79.445714
43.707478	-79.343608
43.705011	-79.349824
43.710376	-79.363498
43.703231	-79.360591
43.704803	-79.368108
43.7035751	-79.3643727
43.702467	-79.361576
43.7019	-79.35809
43.70196	-79.35288
43.7374184	-79.3022695
43.70369	-79.27748
43.7215184	-79.2850107
43.77298	-79.27297
43.76943	-79.28226
43.7590889	-79.3102192
43.76127	-79.30072
43.76347	-79.29137
43.76587	-79.28109
43.76799	-79.27111
43.77013	-79.26128
43.7722	-79.25149
43.77442	-79.24171
43.7939	-79.23876
43.77645	-79.23174
43.77351	-79.23066
43.75785	-79.22469
43.63421	-79.5191
43.65141	-79.52639
43.66242	-79.53116
43.66839	-79.53383
43.67986	-79.53898
43.6832	-79.5405
43.68864	-79.54286
43.70816	-79.55176
43.71143	-79.55328
43.71377	-79.55491
43.71696	-79.55597
43.72318	-79.55888
43.73727	-79.56531
43.71336	-79.55972
43.78535	-79.19337
43.70397	-79.41167
43.67725	-79.47187
43.81165	-79.32339
43.72514	-79.55051
43.62526	-79.52845
43.63154	-79.53102
43.65101	-79.53933
43.65988	-79.54323
43.67012	-79.54773
43.67725	-79.5509
43.68564	-79.55468
43.70491	-79.56347
43.71173	-79.5667
43.72814	-79.57465
43.7397	-79.58033
43.60836	-79.55863
43.74088	-79.35745
43.746	-79.3585
43.75873	-79.36128
43.75271	-79.4519
43.75897	-79.42254
43.76403	-79.39968
43.76786	-79.38314
43.76925	-79.37663
43.77169	-79.36416
43.77377	-79.35333
43.77628	-79.34112
43.77589	-79.33775
43.77527	-79.32301
43.77653	-79.31775
43.77875	-79.30789
43.78109	-79.2981
43.7833	-79.28824
43.76726	-79.36365
43.76384	-79.36192
43.75297	-79.35995
43.75893	-79.33403
43.7607	-79.327757
43.76947209	-79.32053555
43.76694	-79.31918
43.77156653	-79.30489928
43.76903	-79.30366
43.6060424	-79.5471408
43.60169	-79.54523
43.60722	-79.52074
43.61589	-79.52461
43.59643	-79.52497
43.60071	-79.518
43.71058	-79.37965
43.67845	-79.44084
43.60485	-79.49897
43.60816	-79.50034
43.6987	-79.43643
43.61226	-79.49672
43.61696668	-79.51882839
43.6184	-79.51133
43.6607	-79.5104
43.6488	-79.52873
43.63215	-79.54477
43.63613	-79.54011
43.69618	-79.53271
43.68232	-79.52656
43.67686	-79.50595
43.68081	-79.50881
43.68393	-79.51135
43.64881	-79.54897
43.67451	-79.56321
43.68334	-79.56712
43.69292	-79.57152
43.70198	-79.5756
43.71388	-79.58106
43.74198	-79.59424
43.63695	-79.5567
43.63564	-79.5623
43.69226	-79.56771
43.72037	-79.53746
43.68902	-79.46054
43.69846	-79.46351
43.69703	-79.46795
43.68715	-79.43868
43.68311	-79.45801
43.68279	-79.46331
43.68993	-79.43575
43.69266	-79.44082
43.709	-79.44378
43.70227	-79.44108
43.78867	-79.40993
43.78165	-79.40709
43.76108	-79.49997
43.75493	-79.52861
43.75331	-79.53625
43.74999	-79.55227
43.77651	-79.43023
43.71774	-79.52303
43.73662	-79.43785
43.72341	-79.4968
43.6539	-79.3585
43.65665	-79.34886
43.65787	-79.341377
43.65842	-79.33894
43.64819	-79.35475
43.64394	-79.36897
43.72305	-79.33956
43.69523	-79.48761
43.67648	-79.30894
43.65921	-79.39345
43.65743	-79.40318
43.6587	-79.39598
43.655	-79.41561
43.65443	-79.42268
43.65364	-79.42638
43.651	-79.44002
43.64636	-79.44903
43.65152	-79.45104
43.66227	-79.40597
43.65996	-79.41747
43.65854	-79.42431
43.6621	-79.3976
43.66411	-79.39841
43.6647	-79.39572
43.67488	-79.40711
43.67165	-79.42156
43.67011	-79.42904
43.66973	-79.43273
43.66675	-79.44642
43.66576	-79.45126
43.66288	-79.46924
43.66006	-79.47997
43.66382	-79.48134
43.6671718	-79.4316982
43.66796	-79.42813
43.6623561	-79.4444271
43.68869	-79.41265
43.69901	-79.41704
43.71149	-79.40125
43.718891	-79.403949
43.79026	-79.41813
43.72821	-79.47775
43.76407	-79.20563
43.74324	-79.24503
43.6873	-79.398
43.73574	-79.52934
43.78537	-79.27855
43.78214	-79.29346
43.77194	-79.32155
43.61125	-79.54672
43.61055844	-79.54933855
43.66301	-79.38376
43.79005	-79.36812
43.79268	-79.35472
43.75597	-79.52428
43.7855	-79.31094
43.79915	-79.39516
43.71071	-79.45401
43.643357	-79.5724476
43.64463	-79.5672
43.66163	-79.33767
43.76762	-79.22833
43.78183	-79.23393
43.65711	-79.55519
43.69198	-79.46535
43.62894968	-79.55513285
43.62799015	-79.55909157
43.62738	-79.56237
43.71699	-79.31331
43.72372	-79.27531
43.735227	-79.279862
43.61501275	-79.55246234
43.69694	-79.55984
43.778535	-79.222234
43.77027	-79.46071
43.69778	-79.25658
43.61192	-79.54379
43.60906096	-79.54830855
43.70387	-79.45246
43.67139	-79.39017
43.67309	-79.39084
43.76959	-79.3465
43.76016	-79.32201
43.78394	-79.44553
43.6705581	-79.4265976
43.78268	-79.20497
43.72606	-79.58669
43.6607	-79.36046
43.63137	-79.55239
43.68451	-79.49881
43.77516	-79.33122
43.67188	-79.57128
43.62899	-79.51697
43.65742	-79.38134
43.63904	-79.54776
43.61647	-79.54625
43.61235	-79.56266
43.65729	-79.38438
43.75196	-79.29739
43.63041	-79.54983
43.75471	-79.35202
43.61425	-79.55618
43.7034	-79.4259
43.77626065	-79.28537348
43.77313402	-79.28407076
43.66869	-79.38609
43.66588	-79.36861
43.60899	-79.55642
43.6320546	-79.5751457
43.66763003	-79.5907752
43.66613	-79.5876
43.77312	-79.30529
43.75745	-79.4895
43.60943	-79.56028
43.630456	-79.419834
43.77761	-79.2266
43.74154	-79.31421
43.75073	-79.51607
43.80856	-79.37245
43.8056	-79.38578
43.65499	-79.56423
43.65302	-79.57255
43.78964	-79.25883
43.78272346	-79.25545156
43.7796	-79.254112
43.71932	-79.29491
43.70777	-79.53354
43.70665	-79.50481
43.6826	-79.32714
43.75998	-79.41052
43.61156	-79.52254
43.74625	-79.5686
43.64633	-79.56004
43.64585475	-79.56186764
43.6450803	-79.56514994
43.76544	-79.24894
43.80132	-79.37071
43.68796	-79.58681
43.67394403	-79.56755522
43.70134	-79.54866
43.77526	-79.49399
43.77956	-79.23296
43.76723	-79.30279
43.75325	-79.27629
43.74882	-79.55768
43.75808	-79.51339
43.74711	-79.51511
43.66228	-79.31484
43.68193	-79.4742
43.77831	-79.3653
43.80106	-79.40624
43.76884	-79.52039
43.67048	-79.39478
43.74782	-79.2445
43.7838694	-79.23492538
43.78702515	-79.23620293
43.76192	-79.51881
43.7249	-79.50958
43.67856	-79.54492
43.6426	-79.57592
43.75104	-79.22224
43.76983	-79.21867
43.75708295	-79.34136808
43.76546	-79.44087
43.77088	-79.44222
43.72963	-79.43213
43.69656	-79.29046
43.7706276	-79.1762578
43.66822	-79.38885
43.69585	-79.55211
43.79926	-79.41444
43.79045	-79.30227
43.7274	-79.25263
43.625648	-79.48615504
43.74507	-79.2197
43.74132	-79.41522
43.73681	-79.5917
43.658207	-79.3778242
43.78927	-79.32957
43.75275	-79.25919
43.76007	-79.246861
43.7713	-79.25566
43.77233	-79.45093
43.78918	-79.37328
43.76786	-79.47148
43.74117	-79.5892
43.7593	-79.50792
43.67219	-79.40602
43.71673	-79.44134
43.76033	-79.22297
43.75876	-79.23043
43.75486	-79.51707
43.73458	-79.5119
43.70611	-79.38924
43.74157	-79.50149
43.68969	-79.47717
43.78376	-79.36654
43.72752	-79.22974
43.77030305	-79.37146676
43.79317	-79.33141
43.63359229	-79.57075328
43.76746	-79.23914
43.60428	-79.53372
43.6618	-79.36969
43.7874	-79.25726
43.8013	-79.2966
43.67035	-79.45578
43.67743	-79.40811
43.6811	-79.42885
43.71414	-79.24508
43.78662	-79.30066
43.7321	-79.22456
43.765215	-79.259562
43.7659	-79.27054
43.70858	-79.41043
43.7331	-79.28971
43.79481167	-79.19671316
43.77289	-79.16632
43.69701	-79.28537
43.79683	-79.31576
43.6814	-79.5528
43.72671	-79.33083
43.8112	-79.36077
43.79963	-79.35413
43.78543	-79.35078
43.78277	-79.34914
43.7855	-79.35349
43.78227	-79.35224
43.74823	-79.34634
43.74468079	-79.34564533
43.77715	-79.34783
43.69794	-79.45113
43.68208	-79.32975
43.7556	-79.4742
43.79652	-79.36951
43.72742	-79.26589
43.78168	-79.32015
43.746	-79.20937
43.747027	-79.388996
43.62713	-79.48772
43.6205	-79.54942
43.73747	-79.27011
43.74758	-79.19927
43.79198	-79.35806
43.783579	-79.299347
43.76262	-79.49363
43.6573	-79.4479
43.65714	-79.43429
43.67013	-79.41314
43.65146	-79.57947
43.71769	-79.53908
43.79027	-79.35417
43.6679	-79.46554
43.64298245	-79.5310133
43.78627	-79.38663
43.72676	-79.55203
43.77534	-79.26315
43.66658	-79.41962
43.69678	-79.44529
43.69656151	-79.47550887
43.674	-79.49473
43.74313	-79.51413
43.7454795	-79.396423
43.751477	-79.370436
43.74255	-79.26143
43.75796	-79.26743
43.77981	-79.21714
43.76056	-79.38663
43.75938	-79.27864
43.78037	-79.32538
43.70756	-79.57817
43.67476	-79.45767
43.63938	-79.52121
43.62195	-79.52235
43.64788	-79.39028
43.76528	-79.48296
43.79438	-79.32597
43.66299	-79.43666
43.70387	-79.44173
43.75397511	-79.53295965
43.74824	-79.5416
43.64699	-79.40111
43.7464	-79.26306
43.76658	-79.4122
43.76328	-79.41135
