STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP
Arkansas,Howard,13341
Arkansas,Independence,37678
Arkansas,Izard,13593
Arkansas,Jackson,16811
Arkansas,Jefferson,68114
Arkansas,Johnson,26742
Arkansas,Lafayette,6682
Arkansas,Lawrence,16434
Arkansas,Lee,8985
Arkansas,Lincoln,13383
Arkansas,Little River,12326
Arkansas,Logan,21737
Arkansas,Lonoke,73657
Arkansas,Madison,16481
Arkansas,Marion,16722
Arkansas,Miller,43592
Arkansas,Mississippi,41239
Arkansas,Monroe,6900
Arkansas,Montgomery,8924
Arkansas,Nevada,8326
Arkansas,Newton,7805
Arkansas,Ouachita,23606
Arkansas,Perry,10352
Arkansas,Phillips,18029
Arkansas,Pike,10673
Arkansas,Poinsett,23974
Arkansas,Polk,20049
Arkansas,Pope,64000
Arkansas,Prairie,8074
Arkansas,Pulaski,392680
Arkansas,Randolph,17948
Arkansas,Saint Francis,25439
Arkansas,Saline,121421
Arkansas,Scott,10319
Arkansas,Searcy,7958
Arkansas,Sebastian,127753
Arkansas,Sevier,17139
Arkansas,Sharp,17366
Arkansas,Stone,12457
Arkansas,Union,39126
Arkansas,Van Buren,16603
Arkansas,Washington,236961
Arkansas,White,78727
Arkansas,Woodruff,6490
Arkansas,Yell,21535
California,Alameda,1666753
California,Alpine,1101
California,Amador,39383
California,Butte,231256
California,Calaveras,45602
California,Colusa,21627
California,Contra Costa,1150215
California,Del Norte,27828
California,El Dorado,190678
California,Fresno,994400
California,Glenn,28047
California,Humboldt,136373
California,Imperial,181827
California,Inyo,17987
California,Kern,896764
California,Kings,151366
California,Lake,64382
California,Lassen,30802
California,Los Angeles,10105518
California,Madera,157672
California,Marin,259666
California,Mariposa,17471
California,Mendocino,87606
California,Merced,274765
California,Modoc,8777
California,Mono,14250
California,Monterey,435594
California,Napa,139417
California,Nevada,99696
California,Orange,3185968
California,Placer,393149
California,Plumas,18804
California,Riverside,2450758
California,Sacramento,1540975
California,San Benito,61537
California,San Bernardino,2171603
California,San Diego,3343364
California,San Francisco,883305
California,San Joaquin,752660
California,San Luis Obispo,284010
California,San Mateo,769545
California,Santa Barbara,446527
California,Santa Clara,1937570
California,Santa Cruz,274255
California,Shasta,180040
California,Sierra,2987
California,Siskiyou,43724
California,Solano,446610
California,Sonoma,499942
California,Stanislaus,549815
California,Sutter,96807
California,Tehama,63916
California,Trinity,12535
California,Tulare,465861
California,Tuolumne,54539
California,Ventura,850967
California,Yolo,220408
California,Yuba,78041
Colorado,Adams,511868
Colorado,Alamosa,16683
Colorado,Arapahoe,651215
Colorado,Archuleta,13765
Colorado,Baca,3585
Colorado,Bent,5882
Colorado,Boulder,326078
Colorado,Broomfield,69267
Colorado,Chaffee,20027
Colorado,Cheyenne,1876
Colorado,Clear Creek,9605
Colorado,Conejos,8200
Colorado,Costilla,3828
Colorado,Crowley,5858
Colorado,Custer,4954
Colorado,Delta,30953
Colorado,Denver,716492
Colorado,Dolores,2074
Colorado,Douglas,342776
Colorado,Eagle,54993
Colorado,Elbert,26282
Colorado,El Paso,713856
Colorado,Fremont,48021
Colorado,Garfield,59770
Colorado,Gilpin,6121
Colorado,Grand,15525
Colorado,Gunnison,17246
Colorado,Hinsdale,811
Colorado,Huerfano,6889
Colorado,Jackson,1399
Colorado,Jefferson,580233
Colorado,Kiowa,1383
Colorado,Kit Carson,7163
Colorado,Lake,7824
Colorado,La Plata,56310
Colorado,Larimer,350518
Colorado,Las Animas,14503
Colorado,Lincoln,5610
Colorado,Logan,21528
Colorado,Mesa,153207
Colorado,Mineral,776
Colorado,Moffat,13188
Colorado,Montezuma,26158
Colorado,Montrose,42214
Colorado,Morgan,28558
Colorado,Otero,18432
Colorado,Ouray,4833
Colorado,Park,18556
Colorado,Phillips,4286
Colorado,Pitkin,17950
Colorado,Prowers,12164
Colorado,Pueblo,167529
Colorado,Rio Blanco,6336
Colorado,Rio Grande,11250
Colorado,Routt,25733
Colorado,Saguache,6843
Colorado,San Juan,762
Colorado,San Miguel,8191
Colorado,Sedgwick,2303
Colorado,Summit,31007
Colorado,Teller,25083
Colorado,Washington,4909
Colorado,Weld,314305
Colorado,Yuma,10020
Connecticut,Fairfield,943823
Connecticut,Hartford,892697
Connecticut,Litchfield,181111
Connecticut,Middlesex,162682
Connecticut,New Haven,857620
Connecticut,New London,266784
Connecticut,Tolland,150921
Connecticut,Windham,117027
Delaware,Kent,178550
Delaware,New Castle,559335
Delaware,Sussex,229286
District of Columbia,District of Columbia,702455
Florida,Alachua,269956
Florida,Baker,28355
Florida,Bay,185287
Florida,Bradford,27732
Florida,Brevard,596849
Florida,Broward,1951260
Florida,Calhoun,14587
Florida,Charlotte,184998
Florida,Citrus,147929
Florida,Clay,216072
Florida,Collier,378488
Florida,Columbia,70503
Florida,Desoto,37489
Florida,Dixie,16700
Florida,Duval,950181
Florida,Escambia,315534
Florida,Flagler,112067
Florida,Franklin,11736
Florida,Gadsden,45894
Florida,Gilchrist,18256
Florida,Glades,13724
Florida,Gulf,16164
Florida,Hamilton,14310
Florida,Hardee,27245
Florida,Hendry,41556
Florida,Hernando,190865
Florida,Highlands,105424
Florida,Hillsborough,1436888
Florida,Holmes,19477
Florida,Indian River,157413
Florida,Jackson,48305
Florida,Jefferson,14288
Florida,Lafayette,8732
Florida,Lake,356495
Florida,Lee,754610
Florida,Leon,292502
Florida,Levy,40770
Florida,Liberty,8457
Florida,Madison,18529
Florida,Manatee,394855
Florida,Marion,359977
Florida,Martin,160912
Florida,Miami-Dade,2761581
Florida,Monroe,75027
Florida,Nassau,85832
Florida,Okaloosa,207269
Florida,Okeechobee,41537
Florida,Orange,1380645
Florida,Osceola,367990
Florida,Palm Beach,1485941
Florida,Pasco,539630
Florida,Pinellas,975280
Florida,Polk,708009
Florida,Putnam,74163
Florida,Saint Johns,254261
Florida,Saint Lucie,321128
Florida,Santa Rosa,179349
Florida,Sarasota,426718
Florida,Seminole,467832
Florida,Sumter,128754
Florida,Suwannee,44191
Florida,Taylor,21623
Florida,Union,14940
Florida,Volusia,547538
Florida,Wakulla,32461
Florida,Walton,71375
Florida,Washington,24880
Georgia,Appling,18507
Georgia,Atkinson,8297
Georgia,Bacon,11185
Georgia,Baker,3092
Georgia,Baldwin,44823
Georgia,Banks,18988
Georgia,Barrow,80809
Georgia,Bartow,106408
Georgia,Ben Hill,16787
Georgia,Berrien,19252
Georgia,Bibb,153095
Georgia,Bleckley,12838
Georgia,Brantley,18897
Georgia,Brooks,15513
Georgia,Bryan,38109
Georgia,Bulloch,77296
Georgia,Burke,22423
Georgia,Butts,24193
Georgia,Calhoun,6352
Georgia,Camden,53677
Georgia,Candler,10836
Georgia,Carroll,118121
Georgia,Catoosa,67420
Georgia,Charlton,12968
Georgia,Chatham,289195
Georgia,Chattahoochee,10684
Georgia,Chattooga,24790
Georgia,Cherokee,254149
Georgia,Clarke,127330
Georgia,Clay,2887
Georgia,Clayton,289615
Georgia,Clinch,6648
Georgia,Cobb,756865
Georgia,Coffee,43093
Georgia,Colquitt,45592
Georgia,Columbia,154291
Georgia,Cook,17162
Georgia,Coweta,145864
Georgia,Crawford,12318
Georgia,Crisp,22601
Georgia,Dade,16226
Georgia,Dawson,25083
Georgia,Decatur,26575
Georgia,De Kalb,756558
Georgia,Dodge,20705
Georgia,Dooly,13706
Georgia,Dougherty,91243
Georgia,Douglas,145331
Georgia,Early,10247
Georgia,Echols,4000
Georgia,Effingham,62190
Georgia,Elbert,19120
Georgia,Emanuel,22612
Georgia,Evans,10721
Georgia,Fannin,25964
Georgia,Fayette,113459
Georgia,Floyd,97927
Georgia,Forsyth,236612
Georgia,Franklin,23023
Georgia,Fulton,1050114
Georgia,Gilmer,30816
Georgia,Glascock,2995
Georgia,Glynn,85219
Georgia,Gordon,57685
Georgia,Grady,24748
Georgia,Greene,17698
Georgia,Gwinnett,927781
Georgia,Habersham,45388
Georgia,Hall,202148
Georgia,Hancock,8348
Georgia,Haralson,29533
Georgia,Harris,34475
Georgia,Hart,26099
Georgia,Heard,11879
Georgia,Henry,230220
Georgia,Houston,155469
Georgia,Irwin,9398
Georgia,Jackson,70422
Georgia,Jasper,14040
Georgia,Jeff Davis,15029
Georgia,Jefferson,15430
Georgia,Jenkins,8683
Georgia,Johnson,9708
Georgia,Jones,28616
Georgia,Lamar,19000
Georgia,Lanier,10340
Georgia,Laurens,47325
Georgia,Lee,29764
Georgia,Liberty,61497
Georgia,Lincoln,7915
Georgia,Long,18998
Georgia,Lowndes,116321
Georgia,Lumpkin,32955
Georgia,McDuffie,21531
Georgia,McIntosh,14340
Georgia,Macon,13143
Georgia,Madison,29650
Georgia,Marion,8351
Georgia,Meriwether,21068
Georgia,Miller,5686
Georgia,Mitchell,22192
Georgia,Monroe,27520
Georgia,Montgomery,9193
Georgia,Morgan,18853
Georgia,Murray,39921
Georgia,Muscogee,194160
Georgia,Newton,109541
Georgia,Oconee,39272
Georgia,Oglethorpe,15054
Georgia,Paulding,164044
Georgia,Peach,27297
Georgia,Pickens,31980
Georgia,Pierce,19389
Georgia,Pike,18634
Georgia,Polk,42470
Georgia,Pulaski,11069
Georgia,Putnam,21809
Georgia,Quitman,2279
Georgia,Rabun,16867
Georgia,Randolph,6833
Georgia,Richmond,201554
Georgia,Rockdale,90594
Georgia,Schley,5236
Georgia,Screven,13938
Georgia,Seminole,8315
Georgia,Spalding,66100
Georgia,Stephens,26035
Georgia,Stewart,6199
Georgia,Sumter,29733
Georgia,Talbot,6272
Georgia,Taliaferro,1608
Georgia,Tattnall,25391
Georgia,Taylor,8039
Georgia,Telfair,15876
Georgia,Terrell,8611
Georgia,Thomas,44448
Georgia,Tift,40571
Georgia,Toombs,26887
Georgia,Towns,11852
Georgia,Treutlen,6809
Georgia,Troup,70034
Georgia,Turner,7912
Georgia,Twiggs,8188
Georgia,Union,24001
Georgia,Upson,26215
Georgia,Walker,69410
Georgia,Walton,93503
Georgia,Ware,35680
Georgia,Warren,5251
Georgia,Washington,20386
Georgia,Wayne,29808
Georgia,Webster,2611
Georgia,Wheeler,7879
Georgia,White,29970
Georgia,Whitfield,104062
Georgia,Wilcox,8812
Georgia,Wilkes,9876
Georgia,Wilkinson,9036
Georgia,Worth,20299
Hawaii,Hawaii,200983
Hawaii,Honolulu,980080
Hawaii,Kalawao,88
Hawaii,Kauai,72133
Hawaii,Maui,167207
Idaho,Ada,469966
Idaho,Adams,4250
Idaho,Bannock,87138
Idaho,Bear Lake,6050
Idaho,Benewah,9226
Idaho,Bingham,46236
Idaho,Blaine,22601
Idaho,Boise,7634
Idaho,Bonner,44727
Idaho,Bonneville,116854
Idaho,Boundary,11948
Idaho,Butte,2611
Idaho,Camas,1127
Idaho,Canyon,223499
Idaho,Caribou,7060
Idaho,Cassia,23864
Idaho,Clark,852
Idaho,Clearwater,8758
Idaho,Custer,4280
Idaho,Elmore,27259
Idaho,Franklin,13726
Idaho,Fremont,13168
Idaho,Gem,17634
Idaho,Gooding,15196
Idaho,Idaho,16513
Idaho,Jefferson,29439
Idaho,Jerome,24015
Idaho,Kootenai,161505
Idaho,Latah,40134
Idaho,Lemhi,7961
Idaho,Lewis,3861
Idaho,Lincoln,5360
Idaho,Madison,39304
Idaho,Minidoka,20825
Idaho,Nez Perce,40408
Idaho,Oneida,4488
Idaho,Owyhee,11693
Idaho,Payette,23551
Idaho,Power,7768
Idaho,Shoshone,12796
Idaho,Teton,11640
Idaho,Twin Falls,86081
Idaho,Valley,11041
Idaho,Washington,10161
Illinois,Adams,65691
Illinois,Alexander,6060
Illinois,Bond,16630
Illinois,Boone,53577
Illinois,Brown,6556
Illinois,Bureau,32993
Illinois,Calhoun,4802
Illinois,Carroll,14312
Illinois,Cass,12260
Illinois,Champaign,209983
Illinois,Christian,32661
Illinois,Clark,15596
Illinois,Clay,13253
Illinois,Clinton,37639
Illinois,Coles,50885
Illinois,Cook,5180493
Illinois,Crawford,18807
Illinois,Cumberland,10808
Illinois,De Kalb,104143
Illinois,Dewitt,15769
Illinois,Douglas,19479
Illinois,Dupage,928589
Illinois,Edgar,17360
Illinois,Edwards,6392
Illinois,Effingham,34208
Illinois,Fayette,21416
Illinois,Ford,13264
Illinois,Franklin,38701
Illinois,Fulton,34844
Illinois,Gallatin,5058
Illinois,Greene,13044
Illinois,Grundy,50972
Illinois,Hamilton,8163
Illinois,Hancock,17844
Illinois,Hardin,3910
Illinois,Henderson,6709
Illinois,Henry,49090
Illinois,Iroquois,27604
Illinois,Jackson,57419
Illinois,Jasper,9611
Illinois,Jefferson,37820
Illinois,Jersey,21847
Illinois,Jo Daviess,21366
Illinois,Johnson,12456
Illinois,Kane,534216
Illinois,Kankakee,110024
Illinois,Kendall,127915
Illinois,Knox,50112
Illinois,Lake,700832
Illinois,La Salle,109430
Illinois,Lawrence,15765
Illinois,Lee,34223
Illinois,Livingston,35761
Illinois,Logan,28925
Illinois,McDonough,29955
Illinois,McHenry,308570
Illinois,McLean,172828
Illinois,Macon,104712
Illinois,Macoupin,45313
Illinois,Madison,264461
Illinois,Marion,37620
Illinois,Marshall,11534
Illinois,Mason,13565
Illinois,Massac,14080
Illinois,Menard,12288
Illinois,Mercer,15601
Illinois,Monroe,34335
Illinois,Montgomery,28601
Illinois,Morgan,33976
Illinois,Moultrie,14717
Illinois,Ogle,50923
Illinois,Peoria,180621
Illinois,Perry,21174
Illinois,Piatt,16396
Illinois,Pike,15611
Illinois,Pope,4212
Illinois,Pulaski,5463
Illinois,Putnam,5740
Illinois,Randolph,32106
Illinois,Richland,15763
Illinois,Rock Island,143477
Illinois,Saint Clair,261059
Illinois,Saline,23906
Illinois,Sangamon,195348
Illinois,Schuyler,6907
Illinois,Scott,4926
Illinois,Shelby,21741
Illinois,Stark,5427
Illinois,Stephenson,44753
Illinois,Tazewell,132328
Illinois,Union,16841
Illinois,Vermilion,76806
Illinois,Wabash,11549
Illinois,Warren,17032
Illinois,Washington,13995
Illinois,Wayne,16332
Illinois,White,13665
Illinois,Whiteside,55626
Illinois,Will,692310
Illinois,Williamson,67056
Illinois,Winnebago,284081
Illinois,Woodford,38463
Indiana,Adams,35636
Indiana,Allen,375351
Indiana,Bartholomew,82753
Indiana,Benton,8653
Indiana,Blackford,11930
Indiana,Boone,66999
Indiana,Brown,15234
Indiana,Carroll,20127
Indiana,Cass,37955
Indiana,Clark,117360
Indiana,Clay,26170
Indiana,Clinton,32250
Indiana,Crawford,10558
Indiana,Daviess,33147
Indiana,Dearborn,49568
Indiana,Decatur,26794
Indiana,De Kalb,43226
Indiana,Delaware,114772
Indiana,Dubois,42565
Indiana,Elkhart,205560
Indiana,Fayette,23047
Indiana,Floyd,77781
Indiana,Fountain,16351
Indiana,Franklin,22736
Indiana,Fulton,20092
Indiana,Gibson,33452
Indiana,Grant,65936
Indiana,Greene,32006
Indiana,Hamilton,330086
Indiana,Hancock,76351
Indiana,Harrison,40350
Indiana,Hendricks,167009
Indiana,Henry,48271
Indiana,Howard,82366
Indiana,Huntington,36240
Indiana,Jackson,44111
Indiana,Jasper,33370
Indiana,Jay,20764
Indiana,Jefferson,32208
Indiana,Jennings,27611
Indiana,Johnson,156225
Indiana,Knox,36895
Indiana,Kosciusko,79344
Indiana,LaGrange,39330
Indiana,Lake,484411
Indiana,LaPorte,110007
Indiana,Lawrence,45668
Indiana,Madison,129641
Indiana,Marion,954670
Indiana,Marshall,46248
Indiana,Martin,10217
Indiana,Miami,35567
Indiana,Monroe,146917
Indiana,Montgomery,38346
Indiana,Morgan,70116
Indiana,Newton,14011
Indiana,Noble,47532
Indiana,Ohio,5844
Indiana,Orange,19489
Indiana,Owen,20845
Indiana,Parke,16927
Indiana,Perry,19102
Indiana,Pike,12410
Indiana,Porter,169594
Indiana,Posey,25540
Indiana,Pulaski,12469
Indiana,Putnam,37779
Indiana,Randolph,24851
Indiana,Ripley,28523
Indiana,Rush,16663
Indiana,Saint Joseph,270771
Indiana,Scott,23878
Indiana,Shelby,44593
Indiana,Spencer,20327
Indiana,Starke,22935
Indiana,Steuben,34586
Indiana,Sullivan,20690
Indiana,Switzerland,10717
Indiana,Tippecanoe,193048
Indiana,Tipton,15128
Indiana,Union,7037
Indiana,Vanderburgh,180974
Indiana,Vermillion,15479
Indiana,Vigo,107386
Indiana,Wabash,31280
Indiana,Warren,8263
Indiana,Warrick,62567
Indiana,Washington,27943
Indiana,Wayne,65936
Indiana,Wells,28206
Indiana,White,24133
Indiana,Whitley,34074
Iowa,Adair,7063
Iowa,Adams,3645
Iowa,Allamakee,13832
Iowa,Appanoose,12437
Iowa,Audubon,5506
Iowa,Benton,25642
Iowa,Black Hawk,132408
Iowa,Boone,26346
Iowa,Bremer,24947
Iowa,Buchanan,21199
Iowa,Buena Vista,19874
Iowa,Butler,14539
Iowa,Calhoun,9699
Iowa,Carroll,20154
Iowa,Cass,12930
Iowa,Cedar,18627
Iowa,Cerro Gordo,42647
Iowa,Cherokee,11321
Iowa,Chickasaw,11964
Iowa,Clarke,9423
Iowa,Clay,16134
Iowa,Clayton,17556
Iowa,Clinton,46518
Iowa,Crawford,17158
Iowa,Dallas,90180
Iowa,Davis,9017
Iowa,Decatur,7890
Iowa,Delaware,17069
Iowa,Des Moines,39138
Iowa,Dickinson,17153
Iowa,Dubuque,96854
Iowa,Emmet,9253
Iowa,Fayette,19660
Iowa,Floyd,15761
Iowa,Franklin,10124
Iowa,Fremont,6993
Iowa,Greene,8981
Iowa,Grundy,12304
Iowa,Guthrie,10720
Iowa,Hamilton,14952
Iowa,Hancock,10712
Iowa,Hardin,16868
Iowa,Harrison,14134
Iowa,Henry,20067
Iowa,Howard,9187
Iowa,Humboldt,9547
Iowa,Ida,6841
Iowa,Iowa,16141
Iowa,Jackson,19432
Iowa,Jasper,37147
Iowa,Jefferson,18381
Iowa,Johnson,151260
Iowa,Jones,20744
Iowa,Keokuk,10225
Iowa,Kossuth,14908
Iowa,Lee,34055
Iowa,Linn,225909
Iowa,Louisa,11169
Iowa,Lucas,8645
Iowa,Lyon,11811
Iowa,Madison,16249
Iowa,Mahaska,22000
Iowa,Marion,33407
Iowa,Marshall,39981
Iowa,Mills,15063
Iowa,Mitchell,10569
Iowa,Monona,8679
Iowa,Monroe,7790
Iowa,Montgomery,10003
Iowa,Muscatine,42929
Iowa,O'Brien,13840
Iowa,Osceola,6040
Iowa,Page,15249
Iowa,Palo Alto,8929
Iowa,Plymouth,25095
Iowa,Pocahontas,6740
Iowa,Polk,487204
Iowa,Pottawattamie,93533
Iowa,Poweshiek,18699
Iowa,Ringgold,4968
Iowa,Sac,9719
Iowa,Scott,173283
Iowa,Shelby,11578
Iowa,Sioux,34909
Iowa,Story,98105
Iowa,Tama,16904
Iowa,Taylor,6191
Iowa,Union,12359
Iowa,Van Buren,7020
Iowa,Wapello,35205
Iowa,Warren,51056
Iowa,Washington,22141
Iowa,Wayne,6401
Iowa,Webster,36277
Iowa,Winnebago,10518
Iowa,Winneshiek,20029
Iowa,Woodbury,102539
Iowa,Worth,7453
Iowa,Wright,12690
Kansas,Allen,12444
Kansas,Anderson,7878
Kansas,Atchison,16193
Kansas,Barber,4472
Kansas,Barton,26111
Kansas,Bourbon,14653
Kansas,Brown,9598
Kansas,Butler,66765
Kansas,Chase,2629
Kansas,Chautauqua,3309
Kansas,Cherokee,20015
Kansas,Cheyenne,2660
Kansas,Clark,2005
Kansas,Clay,7997
Kansas,Cloud,8729
Kansas,Coffey,8233
Kansas,Comanche,1748
Kansas,Cowley,35218
Kansas,Crawford,39019
Kansas,Decatur,2871
Kansas,Dickinson,18717
Kansas,Doniphan,7682
Kansas,Douglas,121436
Kansas,Edwards,2849
Kansas,Elk,2508
Kansas,Ellis,28710
Kansas,Ellsworth,6196
Kansas,Finney,36611
Kansas,Ford,33888
Kansas,Franklin,25631
Kansas,Geary,32594
Kansas,Gove,2612
Kansas,Graham,2492
Kansas,Grant,7336
Kansas,Gray,6033
Kansas,Greeley,1227
Kansas,Greenwood,6055
Kansas,Hamilton,2607
Kansas,Harper,5506
Kansas,Harvey,34210
Kansas,Haskell,3997
Kansas,Hodgeman,1818
Kansas,Jackson,13280
Kansas,Jefferson,18975
Kansas,Jewell,2841
Kansas,Johnson,597555
Kansas,Kearny,3943
Kansas,Kingman,7310
Kansas,Kiowa,2516
Kansas,Labette,19964
Kansas,Lane,1560
Kansas,Leavenworth,81352
Kansas,Lincoln,3023
Kansas,Linn,9750
Kansas,Logan,2844
Kansas,Lyon,33406
Kansas,McPherson,28537
Kansas,Marion,11950
Kansas,Marshall,9722
Kansas,Meade,4146
Kansas,Miami,33680
Kansas,Mitchell,6150
Kansas,Montgomery,32120
Kansas,Morris,5521
Kansas,Morton,2667
Kansas,Nemaha,10155
Kansas,Neosho,15951
Kansas,Ness,2840
Kansas,Norton,5430
Kansas,Osage,15941
Kansas,Osborne,3475
Kansas,Ottawa,5802
Kansas,Pawnee,6562
Kansas,Phillips,5317
Kansas,Pottawatomie,24277
Kansas,Pratt,9378
Kansas,Rawlins,2508
Kansas,Reno,62342
Kansas,Republic,4664
Kansas,Rice,9531
Kansas,Riley,73703
Kansas,Rooks,5013
Kansas,Rush,3093
Kansas,Russell,6907
Kansas,Saline,54401
Kansas,Scott,4897
Kansas,Sedgwick,513607
Kansas,Seward,21780
Kansas,Shawnee,177499
Kansas,Sheridan,2533
Kansas,Sherman,5899
Kansas,Smith,3603
Kansas,Stafford,4178
Kansas,Stanton,1987
Kansas,Stevens,5559
Kansas,Sumner,22996
Kansas,Thomas,7711
Kansas,Trego,2793
Kansas,Wabaunsee,6899
Kansas,Wallace,1503
Kansas,Washington,5420
Kansas,Wichita,2105
Kansas,Wilson,8665
Kansas,Woodson,3183
Kansas,Wyandotte,165324
Kentucky,Adair,19215
Kentucky,Allen,21122
Kentucky,Anderson,22663
Kentucky,Ballard,7979
Kentucky,Barren,44176
Kentucky,Bath,12383
Kentucky,Bell,26569
Kentucky,Boone,131533
Kentucky,Bourbon,20184
Kentucky,Boyd,47240
Kentucky,Boyle,30100
Kentucky,Bracken,8239
Kentucky,Breathitt,12726
Kentucky,Breckinridge,20388
Kentucky,Bullitt,81069
Kentucky,Butler,12772
Kentucky,Caldwell,12715
Kentucky,Calloway,39135
Kentucky,Campbell,93152
Kentucky,Carlisle,4771
Kentucky,Carroll,10737
Kentucky,Carter,27004
Kentucky,Casey,15888
Kentucky,Christian,71671
Kentucky,Clark,36249
Kentucky,Clay,20105
Kentucky,Clinton,10206
Kentucky,Crittenden,8915
Kentucky,Cumberland,6659
Kentucky,Daviess,101104
Kentucky,Edmonson,12274
Kentucky,Elliott,7508
Kentucky,Estill,14198
Kentucky,Fayette,323780
Kentucky,Fleming,14432
Kentucky,Floyd,35845
Kentucky,Franklin,50815
Kentucky,Fulton,6120
Kentucky,Gallatin,8832
Kentucky,Garrard,17560
Kentucky,Grant,25121
Kentucky,Graves,37317
Kentucky,Grayson,26321
Kentucky,Green,11049
Kentucky,Greenup,35268
Kentucky,Hancock,8758
Kentucky,Hardin,110356
Kentucky,Harlan,26409
Kentucky,Harrison,18778
Kentucky,Hart,18906
Kentucky,Henderson,45591
Kentucky,Henry,16106
Kentucky,Hickman,4421
Kentucky,Hopkins,45068
Kentucky,Jackson,13442
Kentucky,Jefferson,770517
Kentucky,Jessamine,53920
Kentucky,Johnson,22386
Kentucky,Kenton,166051
Kentucky,Knott,15126
Kentucky,Knox,31304
Kentucky,Larue,14307
Kentucky,Laurel,60669
Kentucky,Lawrence,15571
Kentucky,Lee,7033
Kentucky,Leslie,10143
Kentucky,Letcher,21899
Kentucky,Lewis,13257
Kentucky,Lincoln,24644
Kentucky,Livingston,9242
Kentucky,Logan,26989
Kentucky,Lyon,8009
Kentucky,McCracken,65346
Kentucky,McCreary,17408
Kentucky,McLean,9252
Kentucky,Madison,92368
