GEOGRAPHY_ID	Latitude	Longitude	Value
90010712003	41.177009	-73.202378	168.4
90010712004	41.173824	-73.203364	197.4
90010713001	41.18072	-73.201927	184
90010713002	41.178332	-73.198693	183.5
90010714001	41.188573	-73.196834	115.9
90010714002	41.185972	-73.201774	118.1
90010805002	41.152953	-73.123918	71.8
90010806001	41.185641	-73.129554	112.4
90012003021	41.36255	-73.396786	86.7
90012003022	41.351419	-73.408962	154
90012402002	41.317929	-73.400807	91.5
90012402003	41.300946	-73.348506	126.8
90010202001	41.134991	-73.600739	118.3
90010202002	41.114341	-73.58158	84.7
90010203001	41.154604	-73.545957	90.1
90010203003	41.15133	-73.581789	109.2
90010353001	41.126492	-73.477104	191.2
90010353002	41.129396	-73.513016	221
90010354001	41.192382	-73.482245	120.4
90010354002	41.160459	-73.474248	114.7
90010354003	41.144611	-73.464233	216.9
90010354004	41.186241	-73.495502	88.6
90010503004	41.149218	-73.336642	192.9
90010503005	41.169512	-73.351917	140.6
90010504002	41.116467	-73.375013	85.9
90010505002	41.116352	-73.352404	85.4
90010203004	41.136534	-73.573863	86.2
90010205002	41.066638	-73.562444	77.2
90010425001	41.160707	-73.404989	125.9
90010425003	41.144366	-73.403332	121.1
90010426003	41.133452	-73.385111	81.7
90010505003	41.111412	-73.358066	80.8
90010505004	41.129533	-73.36223	82.9
90010551001	41.233676	-73.362879	108.9
90010206001	41.103581	-73.554734	85.2
90010206003	41.085439	-73.552623	82.5
90010426004	41.12787	-73.392559	136.8
90010427001	41.149039	-73.424079	107
90010428002	41.131288	-73.416989	91
90010551003	41.21145	-73.381718	77.7
90010551004	41.247205	-73.406188	77.1
90010552001	41.213714	-73.338138	108.3
90010552003	41.201885	-73.365519	115.7
90010208003	41.087838	-73.544622	77.2
90010209001	41.098298	-73.515074	83.6
90010428004	41.127102	-73.399138	85.3
90010429001	41.149545	-73.437497	77
90010430002	41.12977	-73.433261	106.9
90010602003	41.193534	-73.252047	60.8
90010602004	41.187197	-73.257167	141.4
90010210001	41.086533	-73.521131	112.1
90010211001	41.072121	-73.517654	101.2
90010211003	41.075939	-73.52826	78.2
90010431001	41.102395	-73.446269	83.8
90010431002	41.1173	-73.459513	73.3
90010432002	41.110378	-73.442314	92.3
90010212002	41.070902	-73.543556	89.6
90010213001	41.070755	-73.553697	110.1
90010213003	41.057543	-73.550212	98.6
90010433002	41.120549	-73.433645	95.1
90010434001	41.124754	-73.414431	91.3
90010434002	41.122855	-73.419197	87.9
90010434003	41.129448	-73.422258	98.3
90010435001	41.125176	-73.386176	144.2
90010214001	41.053676	-73.554293	202.3
90010214002	41.050584	-73.555773	176.2
90010214003	41.04669	-73.557427	103
90010214004	41.053666	-73.562879	172.1
90010215001	41.053793	-73.54926	145.9
90010215002	41.050154	-73.548156	139.8
90010435002	41.120456	-73.394265	87.9
90010435003	41.117986	-73.388516	78.1
90010436002	41.111907	-73.404062	183.2
90010437001	41.117371	-73.414574	202.5
90010215003	41.046584	-73.550538	148.7
90010215004	41.050229	-73.551746	126
90010216001	41.063583	-73.538563	185.4
90010216002	41.060054	-73.543822	132.2
90010216004	41.062798	-73.535453	124.6
90010437002	41.11312	-73.413212	213.7
90010438001	41.114109	-73.420907	167.6
90010438002	41.114952	-73.424774	122.8
90010438003	41.109739	-73.423166	149.8
90010438004	41.10928	-73.42707	137.6
90010101023	41.117859	-73.646129	87.8
90010102013	41.061299	-73.62279	157
90010217001	41.056839	-73.527159	171.4
90010217003	41.055427	-73.533343	129.1
90010217004	41.057926	-73.534384	138.6
90010217005	41.057235	-73.529757	104.5
90010218011	41.067416	-73.5255	144.2
90010439001	41.097703	-73.435218	153.8
90010439004	41.08607	-73.443137	68.4
90010440001	41.10246	-73.422491	199.8
90010102022	41.05194	-73.591855	97.6
90010103002	41.03803	-73.628652	87.4
90010218012	41.063118	-73.529794	118.4
90010218013	41.062331	-73.523699	120.1
90010218023	41.059329	-73.520307	107.8
90010219001	41.057436	-73.508325	96.8
90010440002	41.102279	-73.426726	201.9
90010440004	41.096429	-73.424339	166.7
90010440005	41.091685	-73.428074	265.9
90010441001	41.09657	-73.419621	174.2
90010441002	41.095089	-73.417375	165.8
90010103005	41.029176	-73.648761	130.3
90010220002	41.053379	-73.518227	148.5
90010221001	41.051607	-73.522784	157.5
90010442002	41.104538	-73.408893	154.1
90010442003	41.100721	-73.407695	121.1
90010105004	41.018874	-73.641155	144.3
90010221002	41.046457	-73.522742	133.3
90010221003	41.039903	-73.52882	126.5
90010223001	41.038742	-73.54947	135.6
90010223002	41.0331	-73.548214	78.3
