Hs.81988	disabled (Drosophila) homolog 2 (mitogen-responsive phosphoprotein)	-0.651901256	-0.694317294	-0.366742142	-0.234739451	-0.580105533	-0.945170781	-1.212089013	-1.124072317	-0.2509187	-1.112450053	0.087179752	0.347397642	0.233263877	0.301413362	-0.327683664	0.148223986	-0.304851507	-0.610531483	-0.11945411	0.18365597	1.162764153	0.384351237
AF280107	Homo sapiens cytochrome P450 polypeptide 43 gene	0.05715082	-0.035893196	0.119309148	-0.183620004	0.317406773	0.183365565	-0.013337784	0.041789292	-0.200417865	0.171798398	-0.041146653	0.531340836	0.285589486	0.322553209	0.145111202	0.631406109	0.320001293	0.565663863	0.403655599	0.343609514	0.296932249	0.302161268
Hs.62661	"guanylate binding protein 1, interferon-inducible, 67kD"	-1.051241074	0.066415828	-0.54262991	-0.632155413	1.187530981	-0.499101348	-0.403429124	-1.373181271	-2.223740214	-0.784762865	-0.193237177	2.317709917	0.415798771	0.035572301	1.28149228	1.194700588	0.183209888	0.21394143	0.470137467	-0.531150593	0.51466495	1.409081377
Hs.814	"major histocompatibility complex, class II, DP beta 1"	1.704539338	2.942832989	2.723008697	3.547325936	2.992208391	2.848865871	2.575241061	3.891383738	2.561810965	2.034947046	2.788078959	3.212832648	3.154210914	3.488273618	4.025814182	3.377376318	3.68541058	3.070069941	3.682519195	3.703237202	4.239105252	4.081582609
Hs.87497	"butyrophilin, subfamily 3, member A2"	-0.512012346	-0.522037695	-0.666589901	-0.410040077	-0.017804221	-0.28365412	-0.750811802	-0.909282727	-0.701993271	-0.542627505	-0.628283411	-0.053611589	0.057681014	-0.205429678	-0.33424121	0.843405002	-0.185260784	-0.148269534	-0.315939707	0.484351555	0.305879102	-0.258603615
Hs.914	"major histocompatibility complex, class II, DP alpha 1"	1.063026352	3.7210627	3.331737422	3.517035852	3.35351949	2.455437209	2.461613231	2.033484224	1.336174719	1.622753515	2.499871361	4.352937933	4.308430758	4.246321336	4.72414678	2.800146297	3.75140681	2.71543859	3.243293002	2.991858688	3.542838925	5.299424936
Hs.83429	"tumor necrosis factor (ligand) superfamily, member 10"	0.033934358	1.048696266	0.364641359	0.228498495	2.32186352	0.75418535	0.462775983	-1.651995969	-0.195178378	0.136391301	0.419237291	1.96690075	2.419936818	0.477049906	2.552045535	2.768022851	1.692752093	1.235511978	1.927929804	-0.750921464	1.040894754	2.292090631
Hs.90708	granzyme A 	-0.285811659	0.195638901	-0.154556796	0.115801129	0.865821804	0.258620507	0.449443135	0.479579985	0.136360784	-0.085314484	0.613675732	0.595646087	1.237819776	0.319928758	0.829694501	1.158708587	0.629704804	0.473264121	0.911719522	0.915272174	0.653475788	1.693300546
X97321	"Human leukocyte antigen-C, heavy chain component of an MHC class I molecule"	1.059222362	0.55838389	0.587013066	0.478801439	1.354184097	1.020973581	1.434755147	-0.345135311	0.879838793	0.660075396	1.4206019	0.847550461	0.611004351	0.414694349	1.32910827	0.234395133	0.737613537	0.708692983	0.462084071	0.96702754	0.119494166	1.189824023
Hs.167741	"butyrophilin, subfamily 3, member A3"	-1.118579304	-0.449788062	-0.431774209	-0.845067567	-0.004208544	-0.944607994	-1.190434649	-0.686782495	-1.18862077	-1.310868998	-0.96938145	-0.424842036	0.061497873	-0.20476711	-0.268633684	-0.070220445	-0.484240287	-0.866375847	-0.730266607	-1.06835318	-0.205255765	-0.241620241
Hs.174142	colony stimulating factor 1 receptor	1.048991252	3.356314742	2.493059207	3.762012762	2.557968397	2.555241962	2.546768349	2.177123574	2.104203969	2.133561998	1.711473928	3.619586938	3.681808664	2.985254717	4.06636708	3.785251076	3.685210089	1.825035516	2.992201272	3.2149477	4.465457724	4.177088592
Hs.40154	jumonji (mouse) homolog	-1.795356465	-1.897636468	-1.620378036	-1.732859898	-1.982770593	-1.680060773	-1.868673846	-1.643071592	-1.788196814	-1.677199611	-1.893891879	-1.2560362	-1.511206812	-1.162241182	-1.621641768	-1.061549821	-1.359644579	-1.271579609	-1.123555172	-1.014219276	-1.447209551	-1.777846404
Hs.146354	peroxiredoxin 2	0.308790784	0.995893565	0.960583789	1.332636781	1.733252253	0.837466565	0.772619969	1.570612094	0.635939595	0.142823808	0.607103274	1.565597282	1.388699327	1.374737622	1.715502288	2.112166349	1.517109126	1.082689674	1.32298008	1.745996354	1.737709119	1.476403247
Hs.289068	transcription factor 4	0.249384728	1.476694813	1.466617686	1.098139555	1.410103764	1.340329508	1.196924341	0.305464995	0.962570397	0.700139561	1.698699494	1.798041547	1.930830749	1.690788926	1.48106495	2.213138774	1.612607854	1.424125917	1.994720664	1.443921151	1.583706667	1.645928215
Hs.269222	mitogen-activated protein kinase 4	3.411860622	2.708265642	2.033768268	2.245303967	2.664948868	2.214904224	2.457816261	2.157416535	2.789601913	2.766028559	1.744700773	1.442117017	1.193376453	1.670770522	1.800144433	0.714909589	0.990204253	1.794839943	0.918762496	0.676806518	0.488631359	1.15778011
Hs.165439	"arsA (bacterial) arsenite transporter, ATP-binding, homolog 1"	2.568493513	2.700293248	1.704103051	1.382191245	1.465848219	1.45640276	1.864167022	2.805280222	1.945062214	1.394091429	-0.150102723	0.421332694	0.680775644	0.365147469	0.606397221	-0.096669376	0.376047187	0.281961347	0.001245953	0.810357312	0.149310175	0.478224811
AF237470	Human calcium channel alpha12.2 subunit (CACNA1B) gene	0.107869108	0.572160287	0.910401323	0.419754183	0.722159193	1.005433832	0.773428629	0.930711142	0.985478801	0.512777854	0.899607252	0.04780894	-0.189978876	-0.447513549	-0.126090459	0.466247763	-0.157985711	0.228909666	-0.495868583	0.183458862	0.306491431	-0.044634094
AB037521	"Human gene for natriuretic protein, partial cds."	7.728066476	8.641997529	6.849067079	6.887338983	7.437199063	8.427236006	7.712559336	6.801405994	8.238928437	7.454764186	4.782521142	3.363077967	6.298028394	4.368635124	6.007735787	1.505990491	3.841945811	1.929917187	1.240330409	6.333634831	5.305032081	7.045681023
Hs.219140	natriuretic peptide precursor B	8.185486721	8.664010903	7.090299536	8.49936485	7.775723723	7.924065843	8.737649133	8.588274524	9.192040576	8.590948038	5.470975436	3.714206745	6.885810624	4.98133648	6.377578255	2.291566127	4.520249028	1.814213201	1.309220871	7.915050016	6.305753161	7.199203862
Hs.153221	"synovial sarcoma, translocated to X chromosome"	-0.002397879	0.251305086	0.132828323	-0.584817727	0.042328157	0.183142733	0.113216522	-0.500541307	-0.079068221	0.089039753	0.228975559	0.135360492	0.226397754	0.435159056	-0.16946158	0.091982693	0.06119602	0.221470033	0.064090748	0.374810592	0.383441566	0.019016841
Hs.78466	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"	1.8413149	1.338186186	1.116152874	1.536049786	1.588922836	1.111819233	1.664677644	1.970092699	1.040529559	1.194904625	-0.157597393	0.182087869	0.365244408	0.437269547	1.305464089	0.258572784	0.427576765	0.739827039	0.002958219	0.438181276	0.157471621	0.488686853
Hs.4930	low density lipoprotein receptor-related protein 4	-0.309307887	-0.339251625	-0.390449893	-0.275638409	-0.37120698	-0.313967804	-0.165024902	-0.07215715	-0.467305572	-0.233689571	-0.245324264	-0.888074251	-0.553137951	-0.848534873	-0.851535742	-0.492058372	-0.699308124	-0.587321744	-0.245687909	-0.831281841	-0.717649137	-0.828810469
Hs.18141	ladinin 1	-0.328045998	0.082673903	0.459561431	0.30485728	-1.347040843	-0.783037983	-0.235617232	0.183040547	-0.068453007	-0.112112634	-0.764492398	-1.475472494	-1.162285631	-0.376606438	-1.615224484	-2.111008873	-1.268836749	-0.870009225	-2.029645835	-0.495802112	-0.994278722	-1.136059491
