Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Lithuania	83	1	1	N/A	2.975e-05	3.6e-07	333.333333333	153.846153846	100	0.00012	5.53846153846e-05	3.6e-05	34	1	2086	7.47e-4
Israel	883	1	36	N/A	9.939e-05	1.1e-07	333.333333333	153.846153846	100	3.66666666667e-05	1.69230769231e-05	1.1e-05	178	1	NA	NA
Belarus	76	0	15	N/A	8.01e-06	0.0	380	152	95	4.005e-05	1.602e-05	1.00125e-05	7	0	NA	NA
Iceland	473	1	22	N/A	0.00133777	2.83e-06	333.333333333	153.846153846	100	0.000943333333333	0.000435384615385	0.000283	64	1	NA	NA
Montenegro	14	0	0	N/A	2.25e-05	0.0	70	28	17.5	0.0001125	4.5e-05	2.8125e-05	0	0	NA	NA
Slovenia	383	1	0	N/A	0.00018526	4.8e-07	333.333333333	153.846153846	100	0.00016	7.38461538462e-05	4.8e-05	42	0	NA	NA
Germany	22213	84	233	N/A	0.00026786	1.01e-06	28000	12923.0769231	8400	0.000336666666667	0.000155384615385	0.000101	2365	17	NA	NA
Bosnia and Herzegovina	93	1	2	N/A	2.798e-05	3e-07	333.333333333	153.846153846	100	0.0001	4.61538461538e-05	3e-05	4	1	NA	NA
Armenia	160	0	1	N/A	5.42e-05	0.0	800	320	200	0.000271	0.0001084	6.775e-05	24	0	NA	NA
Belgium	2815	67	263	N/A	0.00024645	5.87e-06	22333.3333333	10307.6923077	6700	0.00195666666667	0.000903076923077	0.000587	558	30	NA	NA
Spain	25374	1375	2125	N/A	0.00054306	2.943e-05	458333.333333	211538.461538	137500	0.00981	0.00452769230769	0.002943	4964	332	355000	0.007596
Ukraine	47	3	1	N/A	1.05e-06	7e-08	1000	461.538461538	300	2.33333333333e-05	1.07692307692e-05	7e-06	18	0	NA	NA
Netherlands	3640	137	2	N/A	0.00021125	7.95e-06	45666.6666667	21076.9230769	13700	0.00265	0.00122307692308	0.000795	637	30	NA	NA
Denmark	1420	13	1	N/A	0.00024494	2.24e-06	4333.33333333	2000	1300	0.000746666666667	0.000344615384615	0.000224	83	4	NA	NA
Poland	536	5	1	N/A	1.411e-05	1.3e-07	1666.66666667	769.230769231	500	4.33333333333e-05	2e-05	1.3e-05	111	0	NA	NA
Finland	523	1	10	N/A	9.478e-05	1.8e-07	333.333333333	153.846153846	100	6e-05	2.76923076923e-05	1.8e-05	73	1	NA	NA
Macedonia	85	0	1	N/A	4.081e-05	0.0	425	170	106.25	0.00020405	8.162e-05	5.10125e-05	18	0	NA	NA
Moldova	80	1	1	N/A	2.256e-05	2.8e-07	333.333333333	153.846153846	100	9.33333333333e-05	4.30769230769e-05	2.8e-05	14	0	NA	NA
Sweden	1763	20	16	N/A	0.00017313	1.96e-06	6666.66666667	3076.92307692	2000	0.000653333333333	0.000301538461538	0.000196	124	4	NA	NA
Latvia	124	0	1	N/A	6.436e-05	0.0	620	248	155	0.0003218	0.00012872	8.045e-05	13	0	NA	NA
Croatia	206	1	5	N/A	5.037e-05	2.4e-07	333.333333333	153.846153846	100	8e-05	3.69230769231e-05	2.4e-05	78	0	2100	5.15e-4
Malta	73	0	2	N/A	0.00015097	0.0	365	146	91.25	0.00075485	0.00030194	0.0001887125	9	0	NA	NA
Monaco	11	0	0	N/A	0.00028437	0.0	55	22	13.75	0.00142185	0.00056874	0.0003554625	0	0	NA	NA
Switzerland	6575	75	15	N/A	0.00077203	8.81e-06	25000	11538.4615385	7500	0.00293666666667	0.00135538461538	0.000881	1281	21	50000	0.005834
Russia	306	1	12	N/A	2.12e-06	1e-08	333.333333333	153.846153846	100	3.33333333333e-06	1.53846153846e-06	1e-06	53	0	NA	NA
Bulgaria	163	3	3	N/A	2.321e-05	4.3e-07	1000	461.538461538	300	0.000143333333333	6.61538461538e-05	4.3e-05	36	0	NA	NA
Romania	367	0	52	N/A	1.885e-05	0.0	1835	734	458.75	9.425e-05	3.77e-05	2.35625e-05	59	0	9967	5.14e-4
Albania	76	2	2	N/A	2.651e-05	7e-07	666.666666667	307.692307692	200	0.000233333333333	0.000107692307692	7e-05	6	0	NA	NA
Estonia	306	0	1	N/A	0.00023166	0.0	1530	612	382.5	0.0011583	0.00046332	0.000289575	23	0	NA	NA
Portugal	1280	12	5	N/A	0.00012449	1.17e-06	4000	1846.15384615	1200	0.00039	0.00018	0.000117	260	6	NA	NA
Kosovo	2	0	0	N/A	1.08e-06	0.0	10	4	2.5	5.4e-06	2.16e-06	1.35e-06	0	0	NA	NA
Liechtenstein	37	0	0	N/A	0.000976	0.0	185	74	46.25	0.00488	0.001952	0.00122	9	0	NA	NA
Azerbaijan	53	1	11	N/A	5.33e-06	1e-07	333.333333333	153.846153846	100	3.33333333333e-05	1.53846153846e-05	1e-05	9	0	NA	NA
United Kingdom	5067	234	67	N/A	7.621e-05	3.52e-06	78000	36000	23400	0.00117333333333	0.000541538461538	0.000352	1053	56	NA	NA
Austria	2814	8	9	N/A	0.00031807	9e-07	2666.66666667	1230.76923077	800	0.0003	0.000138461538462	9e-05	426	2	NA	NA
Republic of Serbia	171	1	1	N/A	2.449e-05	1.4e-07	333.333333333	153.846153846	100	4.66666666667e-05	2.15384615385e-05	1.4e-05	36	0	NA	NA
Greece	530	13	19	N/A	4.94e-05	1.21e-06	4333.33333333	2000	1300	0.000403333333333	0.000186153846154	0.000121	35	7	NA	NA
Hungary	103	4	7	N/A	1.054e-05	4.1e-07	1333.33333333	615.384615385	400	0.000136666666667	6.30769230769e-05	4.1e-05	18	1	NA	NA
Cyprus	84	0	0	N/A	7.179e-05	0.0	420	168	105	0.00035895	0.00014358	8.97375e-05	17	0	NA	NA
New Zealand	52	0	0	N/A	1.064e-05	0.0	260	104	65	5.32e-05	2.128e-05	1.33e-05	13	0	NA	NA
Australia	1071	7	26	N/A	4.285e-05	2.8e-07	2333.33333333	1076.92307692	700	9.33333333333e-05	4.30769230769e-05	2.8e-05	280	0	NA	NA
Fiji	1	0	0	N/A	1.13e-06	0.0	5	2	1.25	5.65e-06	2.26e-06	1.4125e-06	0	0	NA	NA
Papua New Guinea	1	0	0	N/A	1.2e-07	0.0	5	2	1.25	6e-07	2.4e-07	1.5e-07	0	0	NA	NA
Madagascar	3	0	0	N/A	1.1e-07	0.0	15	6	3.75	5.5e-07	2.2e-07	1.375e-07	0	0	NA	NA
Swaziland	1	0	0	N/A	8.8e-07	0.0	5	2	1.25	4.4e-06	1.76e-06	1.1e-06	0	0	NA	NA
Mauritania	2	0	0	N/A	4.5e-07	0.0	10	4	2.5	2.25e-06	9e-07	5.625e-07	0	0	NA	NA
Sudan	2	1	0	N/A	5e-08	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	0	0	NA	NA
Guinea	2	0	0	N/A	1.6e-07	0.0	10	4	2.5	8e-07	3.2e-07	2e-07	1	0	NA	NA
Republic of the Congo	3	0	0	N/A	5.7e-07	0.0	15	6	3.75	2.85e-06	1.14e-06	7.125e-07	0	0	NA	NA
Democratic Republic of the Congo	23	1	0	N/A	2.7e-07	1e-08	333.333333333	153.846153846	100	3.33333333333e-06	1.53846153846e-06	1e-06	5	1	NA	NA
Rwanda	17	0	0	N/A	1.38e-06	0.0	85	34	21.25	6.9e-06	2.76e-06	1.725e-06	0	0	NA	NA
Somalia	1	0	0	N/A	7e-08	0.0	5	2	1.25	3.5e-07	1.4e-07	8.75e-08	0	0	NA	NA
Ivory Coast	14	0	1	N/A	5.6e-07	0.0	70	28	17.5	2.8e-06	1.12e-06	7e-07	5	0	NA	NA
Nigeria	22	0	1	N/A	1.1e-07	0.0	110	44	27.5	5.5e-07	2.2e-07	1.375e-07	10	0	NA	NA
Cameroon	27	0	0	N/A	1.07e-06	0.0	135	54	33.75	5.35e-06	2.14e-06	1.3375e-06	7	0	NA	NA
Burkina Faso	64	2	5	N/A	3.24e-06	1e-07	666.666666667	307.692307692	200	3.33333333333e-05	1.53846153846e-05	1e-05	24	1	NA	NA
Benin	2	0	0	N/A	1.7e-07	0.0	10	4	2.5	8.5e-07	3.4e-07	2.125e-07	0	0	NA	NA
Ghana	19	1	0	N/A	6.4e-07	3e-08	333.333333333	153.846153846	100	1e-05	4.61538461538e-06	3e-06	3	1	NA	NA
Algeria	139	15	32	N/A	3.29e-06	3.6e-07	5000	2307.69230769	1500	0.00012	5.53846153846e-05	3.6e-05	49	4	NA	NA
Zambia	2	0	0	N/A	1.2e-07	0.0	10	4	2.5	6e-07	2.4e-07	1.5e-07	0	0	NA	NA
Cape Verde	1	0	0	N/A	1.84e-06	0.0	5	2	1.25	9.2e-06	3.68e-06	2.3e-06	0	0	NA	NA
Togo	16	0	1	N/A	2.03e-06	0.0	80	32	20	1.015e-05	4.06e-06	2.5375e-06	7	0	NA	NA
Eritrea	1	0	0	N/A	2.2e-07	0.0	5	2	1.25	1.1e-06	4.4e-07	2.75e-07	NA	NA	NA	NA
Zimbabwe	3	0	0	N/A	2.1e-07	0.0	15	6	3.75	1.05e-06	4.2e-07	2.625e-07	2	0	NA	NA
Djibouti	1	0	0	N/A	1.04e-06	0.0	5	2	1.25	5.2e-06	2.08e-06	1.3e-06	0	0	NA	NA
Liberia	3	0	0	N/A	6.2e-07	0.0	15	6	3.75	3.1e-06	1.24e-06	7.75e-07	1	0	NA	NA
Central African Republic	3	0	0	N/A	6.4e-07	0.0	15	6	3.75	3.2e-06	1.28e-06	8e-07	0	0	NA	NA
Equatorial Guinea	6	0	0	N/A	4.58e-06	0.0	30	12	7.5	2.29e-05	9.16e-06	5.725e-06	0	0	NA	NA
Mauritius	14	1	0	N/A	1.106e-05	7.9e-07	333.333333333	153.846153846	100	0.000263333333333	0.000121538461538	7.9e-05	2	1	NA	NA
Morocco	96	3	3	N/A	2.66e-06	8e-08	1000	461.538461538	300	2.66666666667e-05	1.23076923077e-05	8e-06	19	0	NA	NA
Gabon	4	1	0	N/A	1.89e-06	4.7e-07	333.333333333	153.846153846	100	0.000156666666667	7.23076923077e-05	4.7e-05	1	0	NA	NA
United Republic of Tanzania	6	0	0	N/A	1.1e-07	0.0	30	12	7.5	5.5e-07	2.2e-07	1.375e-07	0	0	NA	NA
Namibia	3	0	0	N/A	1.23e-06	0.0	15	6	3.75	6.15e-06	2.46e-06	1.5375e-06	0	0	NA	NA
Seychelles	7	0	0	N/A	7.234e-05	0.0	35	14	8.75	0.0003617	0.00014468	9.0425e-05	0	0	NA	NA
Angola	2	0	0	N/A	6e-08	0.0	10	4	2.5	3e-07	1.2e-07	7.5e-08	1	0	NA	NA
Chad	1	0	0	N/A	6e-08	0.0	5	2	1.25	3e-07	1.2e-07	7.5e-08	0	0	NA	NA
Ethiopia	9	0	0	N/A	8e-08	0.0	45	18	11.25	4e-07	1.6e-07	1e-07	0	0	NA	NA
Egypt	294	10	41	N/A	2.99e-06	1e-07	3333.33333333	1538.46153846	1000	3.33333333333e-05	1.53846153846e-05	1e-05	9	2	NA	NA
South Africa	240	0	0	N/A	4.15e-06	0.0	1200	480	300	2.075e-05	8.3e-06	5.1875e-06	38	0	7425	1.26e-4
Tunisia	60	1	0	N/A	5.19e-06	9e-08	333.333333333	153.846153846	100	3e-05	1.38461538462e-05	9e-06	6	0	NA	NA
Senegal	47	0	5	N/A	2.96e-06	0.0	235	94	58.75	1.48e-05	5.92e-06	3.7e-06	9	0	NA	NA
Uganda	1	0	0	N/A	2e-08	0.0	5	2	1.25	1e-07	4e-08	2.5e-08	NA	NA	NA	NA
Kenya	7	0	0	N/A	1.4e-07	0.0	35	14	8.75	7e-07	2.8e-07	1.75e-07	0	0	NA	NA
Niger	1	0	0	N/A	4e-08	0.0	5	2	1.25	2e-07	8e-08	5e-08	0	0	NA	NA
East Timor	1	0	0	N/A	7.9e-07	0.0	5	2	1.25	3.95e-06	1.58e-06	9.875e-07	NA	NA	NA	NA
Afghanistan	24	0	1	N/A	6.5e-07	0.0	120	48	30	3.25e-06	1.3e-06	8.125e-07	0	0	NA	NA
Qatar	481	0	27	N/A	0.00017292	0.0	2405	962	601.25	0.0008646	0.00034584	0.00021615	11	0	NA	NA
Bangladesh	25	2	3	N/A	1.5e-07	1e-08	666.666666667	307.692307692	200	3.33333333333e-06	1.53846153846e-06	1e-06	5	1	NA	NA
Bhutan	2	0	0	N/A	2.65e-06	0.0	10	4	2.5	1.325e-05	5.3e-06	3.3125e-06	0	0	NA	NA
India	330	4	23	N/A	2.4e-07	0.0	1333.33333333	615.384615385	400	1.2e-06	4.8e-07	3e-07	86	-1	NA	NA
Nepal	1	0	1	N/A	4e-08	0.0	5	2	1.25	2e-07	8e-08	5e-08	0	0	NA	NA
Cambodia	53	0	1	N/A	3.26e-06	0.0	265	106	66.25	1.63e-05	6.52e-06	4.075e-06	2	0	NA	NA
Bahrain	305	1	125	N/A	0.00019434	6.4e-07	333.333333333	153.846153846	100	0.000213333333333	9.84615384615e-05	6.4e-05	20	0	NA	NA
Brunei	83	0	2	N/A	0.00019349	0.0	415	166	103.75	0.00096745	0.00038698	0.0002418625	5	0	NA	NA
Saudi Arabia	392	0	16	N/A	1.163e-05	0.0	1960	784	490	5.815e-05	2.326e-05	1.45375e-05	48	0	NA	NA
Iran	20610	1556	7635	N/A	0.00025196	1.902e-05	518666.666667	239384.615385	155600	0.00634	0.00292615384615	0.001902	966	123	NA	NA
Singapore	432	2	140	N/A	7.661e-05	3.5e-07	666.666666667	307.692307692	200	0.000116666666667	5.38461538462e-05	3.5e-05	47	2	NA	NA
Jordan	85	0	1	N/A	8.54e-06	0.0	425	170	106.25	4.27e-05	1.708e-05	1.0675e-05	0	0	NA	NA
Kuwait	176	0	27	N/A	4.254e-05	0.0	880	352	220	0.0002127	8.508e-05	5.3175e-05	17	0	NA	NA
China	81305	3259	71857	N/A	5.838e-05	2.34e-06	1086333.33333	501384.615385	325900	0.00078	0.00036	0.000234	55	6	NA	NA
Iraq	214	17	51	N/A	5.57e-06	4.4e-07	5666.66666667	2615.38461538	1700	0.000146666666667	6.76923076923e-05	4.4e-05	6	0	NA	NA
Kazakhstan	53	0	0	N/A	2.9e-06	0.0	265	106	66.25	1.45e-05	5.8e-06	3.625e-06	4	-3	NA	NA
Kyrgyzstan	14	0	0	N/A	2.22e-06	0.0	70	28	17.5	1.11e-05	4.44e-06	2.775e-06	8	0	NA	NA
Maldives	13	0	0	N/A	2.521e-05	0.0	65	26	16.25	0.00012605	5.042e-05	3.15125e-05	0	0	NA	NA
Oman	52	0	12	N/A	1.077e-05	0.0	260	104	65	5.385e-05	2.154e-05	1.34625e-05	4	0	NA	NA
Philippines	307	19	13	N/A	2.88e-06	1.8e-07	6333.33333333	2923.07692308	1900	6e-05	2.76923076923e-05	1.8e-05	77	1	1395	1.4e-5
Indonesia	450	38	15	N/A	1.68e-06	1.4e-07	12666.6666667	5846.15384615	3800	4.66666666667e-05	2.15384615385e-05	1.4e-05	81	6	NA	NA
Vietnam	94	0	17	N/A	9.8e-07	0.0	470	188	117.5	4.9e-06	1.96e-06	1.225e-06	3	0	NA	NA
Mongolia	10	0	0	N/A	3.15e-06	0.0	50	20	12.5	1.575e-05	6.3e-06	3.9375e-06	4	0	NA	NA
Thailand	411	1	42	N/A	5.92e-06	1e-08	333.333333333	153.846153846	100	3.33333333333e-06	1.53846153846e-06	1e-06	89	0	NA	NA
Taiwan	153	2	28	N/A	6.43e-06	8e-08	666.666666667	307.692307692	200	2.66666666667e-05	1.23076923077e-05	8e-06	18	0	NA	NA
Pakistan	730	3	13	N/A	3.44e-06	1e-08	1000	461.538461538	300	3.33333333333e-06	1.53846153846e-06	1e-06	229	0	NA	NA
United Arab Emirates	153	2	38	N/A	1.589e-05	2.1e-07	666.666666667	307.692307692	200	7e-05	3.23076923077e-05	2.1e-05	13	0	NA	NA
Lebanon	187	4	4	N/A	2.73e-05	5.8e-07	1333.33333333	615.384615385	400	0.000193333333333	8.92307692308e-05	5.8e-05	24	0	NA	NA
Uzbekistan	43	0	0	N/A	1.3e-06	0.0	215	86	53.75	6.5e-06	2.6e-06	1.625e-06	10	0	NA	NA
Malaysia	1183	4	114	N/A	3.741e-05	1.3e-07	1333.33333333	615.384615385	400	4.33333333333e-05	2e-05	1.3e-05	153	1	NA	NA
Sri Lanka	77	0	1	N/A	3.55e-06	0.0	385	154	96.25	1.775e-05	7.1e-06	4.4375e-06	4	0	NA	NA
Japan	1007	35	232	N/A	7.96e-06	2.8e-07	11666.6666667	5384.61538462	3500	9.33333333333e-05	4.30769230769e-05	2.8e-05	44	2	NA	NA
South Korea	8799	102	1540	N/A	0.00017041	1.98e-06	34000	15692.3076923	10200	0.00066	0.000304615384615	0.000198	147	8	NA	NA
Canada	1278	19	10	N/A	3.449e-05	5.1e-07	6333.33333333	2923.07692308	1900	0.00017	7.84615384615e-05	5.1e-05	335	7	NA	NA
Jamaica	16	1	2	N/A	5.45e-06	3.4e-07	333.333333333	153.846153846	100	0.000113333333333	5.23076923077e-05	3.4e-05	0	0	NA	NA
Honduras	24	0	0	N/A	2.5e-06	0.0	120	48	30	1.25e-05	5e-06	3.125e-06	0	0	NA	NA
Saint Lucia	2	0	0	N/A	1.1e-05	0.0	10	4	2.5	5.5e-05	2.2e-05	1.375e-05	0	0	NA	NA
Mexico	203	2	4	N/A	1.61e-06	2e-08	666.666666667	307.692307692	200	6.66666666667e-06	3.07692307692e-06	2e-06	39	1	NA	NA
El Salvador	3	0	0	N/A	4.7e-07	0.0	15	6	3.75	2.35e-06	9.4e-07	5.875e-07	2	0	NA	NA
The Bahamas	4	0	0	N/A	1.037e-05	0.0	20	8	5	5.185e-05	2.074e-05	1.29625e-05	1	0	NA	NA
Panama	200	1	0	N/A	4.788e-05	2.4e-07	333.333333333	153.846153846	100	8e-05	3.69230769231e-05	2.4e-05	63	0	NA	NA
Cuba	21	1	0	N/A	1.85e-06	9e-08	333.333333333	153.846153846	100	3e-05	1.38461538462e-05	9e-06	5	0	NA	NA
United States of America	25493	307	171	N/A	7.792e-05	9.4e-07	102333.333333	47230.7692308	30700	0.000313333333333	0.000144615384615	9.4e-05	6393	63	NA	NA
Costa Rica	117	2	2	N/A	2.34e-05	4e-07	666.666666667	307.692307692	200	0.000133333333333	6.15384615385e-05	4e-05	28	1	NA	NA
Trinidad and Tobago	49	0	1	N/A	3.526e-05	0.0	245	98	61.25	0.0001763	7.052e-05	4.4075e-05	40	0	NA	NA
Guatemala	17	1	0	N/A	9.9e-07	6e-08	333.333333333	153.846153846	100	2e-05	9.23076923077e-06	6e-06	5	0	NA	NA
Antigua and Barbuda	1	0	0	N/A	1.039e-05	0.0	5	2	1.25	5.195e-05	2.078e-05	1.29875e-05	0	0	NA	NA
Paraguay	18	1	0	N/A	2.59e-06	1.4e-07	333.333333333	153.846153846	100	4.66666666667e-05	2.15384615385e-05	1.4e-05	5	1	NA	NA
Saint Vincent and the Grenadines	1	0	0	N/A	9.07e-06	0.0	5	2	1.25	4.535e-05	1.814e-05	1.13375e-05	0	0	NA	NA
Dominican Republic	112	2	0	N/A	1.054e-05	1.9e-07	666.666666667	307.692307692	200	6.33333333333e-05	2.92307692308e-05	1.9e-05	40	0	NA	NA
Nicaragua	2	0	0	N/A	3.1e-07	0.0	10	4	2.5	1.55e-06	6.2e-07	3.875e-07	1	0	NA	NA
Haiti	2	0	0	N/A	1.8e-07	0.0	10	4	2.5	9e-07	3.6e-07	2.25e-07	0	0	NA	NA
Brazil	1021	15	2	N/A	4.87e-06	7e-08	5000	2307.69230769	1500	2.33333333333e-05	1.07692307692e-05	7e-06	228	4	NA	NA
Colombia	196	0	1	N/A	3.95e-06	0.0	980	392	245	1.975e-05	7.9e-06	4.9375e-06	68	0	5165	1.07e-4
Suriname	4	0	0	N/A	6.94e-06	0.0	20	8	5	3.47e-05	1.388e-05	8.675e-06	0	0	NA	NA
Uruguay	110	0	0	N/A	3.189e-05	0.0	550	220	137.5	0.00015945	6.378e-05	3.98625e-05	16	0	NA	NA
Chile	537	0	6	N/A	2.867e-05	0.0	2685	1074	671.25	0.00014335	5.734e-05	3.58375e-05	103	0	NA	NA
Barbados	6	0	0	N/A	2.093e-05	0.0	30	12	7.5	0.00010465	4.186e-05	2.61625e-05	1	0	NA	NA
Peru	318	5	1	N/A	9.94e-06	1.6e-07	1666.66666667	769.230769231	500	5.33333333333e-05	2.46153846154e-05	1.6e-05	84	2	4985	1.52e-4
Guyana	7	1	0	N/A	8.99e-06	1.28e-06	333.333333333	153.846153846	100	0.000426666666667	0.000196923076923	0.000128	0	0	NA	NA
Argentina	158	4	3	N/A	3.55e-06	9e-08	1333.33333333	615.384615385	400	3e-05	1.38461538462e-05	9e-06	30	1	NA	NA
Bolivia	19	0	0	N/A	1.67e-06	0.0	95	38	23.75	8.35e-06	3.34e-06	2.0875e-06	4	0	NA	NA
Venezuela	70	0	0	N/A	2.42e-06	0.0	350	140	87.5	1.21e-05	4.84e-06	3.025e-06	28	0	NA	NA
Ecuador	506	7	3	N/A	2.962e-05	4.1e-07	2333.33333333	1076.92307692	700	0.000136666666667	6.30769230769e-05	4.1e-05	139	2	2051	1.2e-4
Diamond Princess	712	8	325	N/A	N/A	N/A	2666.66666667	1230.76923077	800	N/A	N/A	N/A	0	1	NA	NA
Guadeloupe	53	0	0	N/A	N/A	N/A	265	106	66.25	N/A	N/A	N/A	NA	NA	NA	NA
Reunion	45	0	0	N/A	N/A	N/A	225	90	56.25	N/A	N/A	N/A	NA	NA	NA	NA
